ranking,full name,ceo,sector,industry,hq location,hq address,website
670,Graham Holdings Company,Timothy J. O’Shaughnessy,Business Services,Education,"Arlington, VA",1300 N. 17th St.,http://www.ghco.com
671,Electronic Arts Inc.,Andrew Wilson,Technology,Computer Software,"Redwood City, CA",209 Redwood Shores Pkwy.,http://www.ea.com
672,Boise Cascade Company,Thomas K. Corrick,Wholesalers,Wholesalers: Diversified,"Boise, ID",1111 W. Jefferson St.,http://www.bc.com
673,"Hub Group, Inc.",David P. Yeager,Transportation,Transportation and Logistics,"Oak Brook, IL",2000 Clearwater Dr.,http://www.hubgroup.com
674,CACI International Inc.,Kenneth Asbury,Technology,Information Technology Services,"Arlington, VA",1100 N. Glebe Rd.,http://www.caci.com
675,"Roper Technologies, Inc.",Brian D. Jellison,Technology,"Scientific,Photographic and Control Equipment","Sarasota, FL",6901 Professional Pkwy. E.,http://www.ropertech.com
676,Towers Watson & Co.,John J. Haley,Business Services,Diversified Outsourcing Services,"Arlington, VA",901 N. Glebe Rd.,http://www.towerswatson.com
677,"Smart & Final Stores, Inc.",David G. Hirz,Food & Drug Stores,Food and Drug Stores,"Commerce, CA",600 Citadel Dr.,http://www.smartandfinal.com
678,Big Heart Pet Brands,David J. West,"Food, Beverages & Tobacco",Food Consumer Products,"San Francisco, CA",1 Maritime Plaza,http://www.bigheartpet.com
679,"Fossil Group, Inc.",Kosta N. Kartsotis,Apparel,Apparel,"Richardson, TX",901 S. Central Expressway,http://www.fossilgroup.com
680,"The NASDAQ OMX Group, Inc.",Robert Greifeld,Financials,Securities,"New York, NY",1 Liberty Plaza,www.business.nasdaq.com
681,COUNTRY Financial,Kurt F. Bock,Financials,Insurance: Property and Casualty (Mutual),"Bloomington, IL",1701 N. Towanda Ave.,http://www.countryfinancial.com
682,Snap-on Incorporated,Nicholas T. Pinchuk,Industrials,Industrial Machinery,"Kenosha, WI",2801 80th St.,http://www.snapon.com
683,Pinnacle West Capital Corporation,Donald E. Brandt,Energy,Utilities: Gas and Electric,"Phoenix, AZ",400 N. Fifth St.,http://www.pinnaclewest.com
684,EchoStar Corporation,Michael T. Dugan,Technology,Network and Other Communications Equipment,"Englewood, CO",100 Inverness Terrace E.,http://www.echostar.com
685,Systemax Inc.,Lawrence P. Reinhold,Retailing,Specialty Retailers: Other,"Port Washington, NY",11 Harbor Park Dr.,http://www.systemax.com
686,The WhiteWave Foods Company,Gregg L. Engles,"Food, Beverages & Tobacco",Food Consumer Products,"Denver, CO",1225 Seventeenth St.,http://www.whitewave.com
687,CMFG Life Insurance Company,Robert N. Trunzo,Financials,"Insurance: Life, Health (stock)","Madison, WI",5910 Mineral Point Rd.,http://www.cunamutual.com
688,Cooper Tire & Rubber Company,Roy V. Armes,Motor Vehicles & Parts,Motor Vehicles and Parts,"Findlay, OH",701 Lima Ave.,http://www.coopertire.com
689,ADT Corporation,Naren Gursahaney,Business Services,Diversified Outsourcing Services,"Boca Raton, FL",1501 Yamato Rd.,http://www.adt.com
690,Cerner Corporation,Neal L. Patterson,Health Care,Health Care: Pharmacy and Other Services,"North Kansas City, MO",2800 Rockcreek Pkwy.,http://www.cerner.com
691,"Clean Harbors, Inc.",Alan S. McKim,Business Services,Waste Management,"Norwell, MA",42 Longwater Dr.,http://www.cleanharbors.com
692,"First Solar, Inc.",James A. Hughes,Energy,Energy,"Tempe, AZ",350 W. Washington St.,http://www.firstsolar.com
693,Lennox International Inc.,Todd M. Bluedorn,Industrials,Industrial Machinery,"Richardson, TX",2140 Lake Park Blvd.,http://www.lennoxinternational.com
694,"Enable Midstream Partners, LP",Peter B. Delaney,Energy,Pipelines,"Oklahoma City, OK",211 N. Robinson Ave.,http://www.enablemidstream.com
695,Hubbell Incorporated,David G. Nord,Industrials,"Electronics, Electrical Equip.","Shelton, CT",40 Waterview Dr.,http://www.hubbell.com
696,Unisys Corporation,Peter A. Altabef,Technology,Information Technology Services,"Blue Bell, PA",801 Lakeview Dr.,http://www.unisys.com
697,Alliant Energy Corporation,Patricia L. Kampling,Energy,Utilities: Gas and Electric,"Madison, WI",4902 N. Biltmore Lane,http://www.alliantenergy.com
698,"Health Care REIT, Inc.",Thomas J. DeRosa,Financials,Real estate,"Toledo, OH",4500 Dorr St.,www.welltower.com
699,Moody's Corporation,Raymond W. McDaniel Jr.,Financials,Diversified Financials,"New York, NY",250 Greenwich St.,http://www.moodys.com
700,"C.R. Bard, Inc.",Timothy M. Ring,Health Care,Medical Products and Equipment,"Murray Hill, NJ",730 Central Ave.,http://www.crbard.com
701,"Urban Outfitters, Inc.",Richard A. Hayne,Retailing,Specialty Retailers: Apparel,"Philadelphia, PA",5000 S. Broad St.,http://www.urbanoutfittersinc.com
702,"Church & Dwight Co., Inc.",Matthew T. Farrell,Household Products,Household and Personal Products,"Ewing, NJ",500 Charles Ewing Blvd.,http://www.churchdwight.com
703,"American Eagle Outfitters, Inc.",Jay L. Schottenstein,Retailing,Specialty Retailers: Apparel,"Pittsburgh, PA",77 Hot Metal St.,http://www.ae.com
704,"Oaktree Capital Group, LLC",Jay S. Wintrob,Financials,Securities,"Los Angeles, CA",333 S. Grand Ave.,http://www.oaktreecapital.com
705,Regal Beloit Corporation,Mark J. Gliebe,Industrials,"Electronics, Electrical Equip.","Beloit, WI",200 State St.,http://www.regalbeloit.com
706,Tailored Brands,Douglas S. Ewert,Retailing,Specialty Retailers: Apparel,"Houston, TX",6380 Rogerdale Rd.,http://www.menswearhouse.com
707,Cooper-Standard Holdings Inc.,Jeffrey S. Edwards,Motor Vehicles & Parts,Motor Vehicles and Parts,"Novi, MI",39550 Orchard Hill Place Dr.,http://www.cooperstandard.com
708,W.R. Grace & Co.,Alfred E. Festa,Chemicals,Chemicals,"Columbia, MD",7500 Grace Dr.,http://www.grace.com
709,"Ulta Salon, Cosmetics & Fragrance, Inc.",Mary N. Dillon,Retailing,Specialty Retailers: Other,"Bolingbrook, IL",1000 Remington Blvd.,http://www.ulta.com
710,"Hawaiian Electric Industries, Inc.",Constance H. Lau,Energy,Utilities: Gas and Electric,"Honolulu, HI",1001 Bishop St.,http://www.hei.com
711,"SkyWest, Inc.",Russell A. Childs,Transportation,Airlines,"St. George, UT",444 S. River Rd.,http://www.skywest.com
712,Green Plains Inc.,Todd A. Becker,Energy,Energy,"Omaha, NE",450 Regency Pkwy.,http://www.gpreinc.com
713,"LVB Acquisition, Inc.",Jeffrey R. Binder,Health Care,Medical Products and Equipment,"Warsaw, IN",56 E. Bell Dr.,http://www.biomet.com
714,"NBTY, Inc.",Steven A. Cahillane,Health Care,Pharmaceuticals,"Ronkonkoma, NY",2100 Smithtown Ave.,http://www.nbty.com
715,Carlisle Companies Incorporated,Christian Koch,Materials,"Building Materials, Glass","Charlotte, NC",11605 N. Community House Rd.,http://www.carlisle.com
716,United Refining Company,John A. Catsimatidis,Energy,Petroleum Refining,"Warren, PA",15 Bradley St.,http://www.urc.com
717,"Tesla Motors, Inc.",Elon Musk,Motor Vehicles & Parts,Motor Vehicles and Parts,"Palo Alto, CA",3500 Deer Creek Rd.,http://www.teslamotors.com
718,"Groupon, Inc.",Rich Williams,Technology,Internet Services and Retailing,"Chicago, IL",600 W. Chicago Ave.,http://www.groupon.com
719,"Landstar System, Inc.",James B. Gattoni,Transportation,"Trucking, Truck Leasing","Jacksonville, FL",13410 Sutton Park Dr. S.,http://www.landstar.com
720,"Patterson-UTI Energy, Inc.",William A. Hendricks Jr.,Energy,"Oil and Gas Equipment, Services","Houston, TX",450 Gears Rd.,http://www.patenergy.com
721,EP Energy Corporation,Brent J. Smolik,Energy,"Mining, Crude-Oil Production","Houston, TX",1001 Louisiana St.,http://www.epenergy.com
722,ON Semiconductor Corporation,Keith D. Jackson,Technology,Semiconductors and Other Electronic Components,"Phoenix, AZ",5005 E. McDowell Rd.,http://www.onsemi.com
723,"Rent-A-Center, Inc.",Robert D. Davis,Retailing,Specialty Retailers: Other,"Plano, TX",5501 Headquarters Dr.,http://www.rentacenter.com
724,SunGard Data Systems Inc.,Russell P. Fradin,Business Services,Financial Data Services,"Wayne, PA",680 E. Swedesford Rd.,http://www.sungard.com
725,"Citrix Systems, Inc.",Kirill Tatarinov,Technology,Network and Other Communications Equipment,"Fort Lauderdale, FL",851 W. Cypress Creek Rd.,http://www.citrix.com
726,"Amkor Technology, Inc.",Stephen D. Kelley,Technology,Semiconductors and Other Electronic Components,"Tempe, AZ",2045 E. Innovation Circle,http://www.amkor.com
727,TD Ameritrade Holding Corporation,Fredric J. Tomczyk,Financials,Securities,"Omaha, NE",200 S. 108th Ave.,http://www.amtd.com
728,"Worthington Industries, Inc.",John P. McConnell,Materials,Metals,"Columbus, OH",200 Old Wilson Bridge Rd.,http://www.worthingtonindustries.com
729,"Valmont Industries, Inc.",Mogens C. Bay,Industrials,Construction and Farm Machinery,"Omaha, NE",1 Valmont Plaza,http://www.valmont.com
730,Iron Mountain Incorporated,William L. Meaney,Business Services,Diversified Outsourcing Services,"Boston, MA",1 Federal St.,http://www.ironmountain.com
731,"Puget Energy, Inc.",Kimberly J. Harris,Energy,Utilities: Gas and Electric,"Bellevue, WA",10885 N.E. Fourth St.,http://www.pugetenergy.com
732,CME Group Inc.,Phupinder S. Gill,Financials,Securities,"Chicago, IL",20 S. Wacker Dr.,http://www.cmegroup.com
733,IAC/InterActiveCorp,Joseph Levin,Technology,Internet Services and Retailing,"New York, NY",555 W. 18th St.,http://www.iac.com
734,Par Petroleum Corporation,William C. Pate,Energy,Petroleum Refining,"Houston, TX",800 Gessner Rd.,http://www.parpacific.com/
735,Taylor Morrison Home Corporation,Sheryl D. Palmer,Engineering & Construction,Homebuilders,"Scottsdale, AZ",4900 N. Scottsdale Rd.,http://www.taylormorrison.com
736,"Chiquita Brands International, Inc.",Darcilo Santos,"Food, Beverages & Tobacco",Food Production,"Charlotte, NC",550 S. Caldwell St.,http://www.chiquita.com
737,International Flavors & Fragrances Inc.,Andreas Fibig,Chemicals,Chemicals,"New York, NY",521 W. 57th St.,http://www.iff.com
738,Whiting Petroleum Corporation,James J. Volker,Energy,"Mining, Crude-Oil Production","Denver, CO",1700 Broadway,http://www.whiting.com
739,"Under Armour, Inc.",Kevin A. Plank,Apparel,Apparel,"Baltimore, MD",1020 Hull St.,http://www.uabiz.com
740,"Ventas, Inc.",Debra A. Cafaro,Financials,Real estate,"Chicago, IL",353 N. Clark St.,http://www.ventasreit.com
741,NuStar Energy L.P.,Bradley C. Barron,Energy,Pipelines,"San Antonio, TX",19003 Interstate 10 W.,http://www.nustarenergy.com
742,Select Medical Holdings Corporation,David S. Chernow,Health Care,Health Care: Medical Facilities,"Mechanicsburg, PA",4714 Gettysburg Rd.,http://www.selectmedicalholdings.com
743,"Diebold, Incorporated",Andreas W. Mattes,Technology,"Computers, Office Equipment","North Canton, OH",5995 Mayfair Rd.,http://www.diebold.com
744,American National Insurance Company,James E. Pozzi,Financials,"Insurance: Life, Health (stock)","Galveston, TX",1 Moody Plaza,http://www.anico.com
745,"Varian Medical Systems, Inc.",Dow R. Wilson,Health Care,Medical Products and Equipment,"Palo Alto, CA",3100 Hansen Way,http://www.varian.com
746,"Apollo Education Group, Inc.",Gregory W. Cappelli,Business Services,Education,"Phoenix, AZ",4025 S. Riverpoint Pkwy.,http://www.apollogrp.edu
747,Westinghouse Air Brake Technologies Corporation,Raymond T. Betler,Industrials,Industrial Machinery,"Wilmerding, PA",1001 Air Brake Ave.,http://www.wabtec.com
748,SunPower Corporation,Thomas H. Werner,Energy,Energy,"San Jose, CA",77 Rio Robles,http://www.sunpower.com
749,Warner Music Group Corp.,Stephen F. Cooper,Media,Entertainment,"New York, NY",1633 Broadway,http://www.wmg.com
750,"American Water Works Company, Inc.",Susan N. Story,Energy,zMiscellaneous,"Voorhees, NJ",1025 Laurel Oak Rd.,http://www.amwater.com
751,"H&R Block, Inc.",William C. Cobb,Financials,Diversified Financials,"Kansas City, MO",1 H&R Block Way,http://www.hrblock.com
752,Mercury General Corporation,Gabriel Tirador,Financials,Insurance: Property and Casualty (Stock),"Los Angeles, CA",4484 Wilshire Blvd.,http://www.mercuryinsurance.com
753,"TECO Energy, Inc.",John B. Ramil,Energy,Utilities: Gas and Electric,"Tampa, FL",702 N. Franklin St.,http://www.tecoenergy.com
754,Service Corporation International,Thomas L. Ryan,Business Services,zMiscellaneous,"Houston, TX",1929 Allen Pkwy.,http://www.sci-corp.com
755,Vulcan Materials Company,J. Thomas Hill,Materials,"Building Materials, Glass","Birmingham, AL",1200 Urban Center Dr.,http://www.vulcanmaterials.com
756,Brown-Forman Corporation,Paul C. Varga,"Food, Beverages & Tobacco",Beverages,"Louisville, KY",850 Dixie Hwy.,http://www.brown-forman.com
757,Regal Entertainment Group,Amy E. Miles,Media,Entertainment,"Knoxville, TN",7132 Regal Lane,http://www.regmovies.com
758,"Tempur Sealy International, Inc.",Scott L. Thompson,Household Products,"Home Equipment, Furnishings","Lexington, KY",1000 Tempur Way,http://www.tempursealy.com
759,Steelcase Inc.,James P. Keane,Household Products,"Home Equipment, Furnishings","Grand Rapids, MI",901 44th St. S.E.,http://www.steelcase.com
760,"MWI Veterinary Supply, Inc.",James F. Cleary Jr.,Wholesalers,Wholesalers: Diversified,"Boise, ID",3041 W. Pasadena Dr.,http://www.mwivet.com
761,RadioShack Corporation,Ronald Garriques,Retailing,Specialty Retailers: Other,"Fort Worth, TX",300 RadioShack Circle,http://www.radioshackcorporation.com
762,"Sprouts Farmers Market, Inc.",Amin N. Maredia,Food & Drug Stores,Food and Drug Stores,"Phoenix, AZ",11811 N. Tatum Blvd.,http://www.sprouts.com
763,Sabre Corporation,Thomas Klein,Technology,Internet Services and Retailing,"Southlake, TX",3150 Sabre Dr.,http://www.sabre.com
764,"Martin Marietta Materials, Inc.",C. Howard Nye,Materials,"Building Materials, Glass","Raleigh, NC",2710 Wycliff Rd.,http://www.martinmarietta.com
765,Huntington Bancshares Incorporated,Stephen D. Steinour,Financials,Commercial Banks,"Columbus, OH",41 S. High St.,http://www.huntington.com
766,Alere Inc.,Namal Nawana,Health Care,Medical Products and Equipment,"Waltham, MA",51 Sawyer Rd.,http://www.alere.com
767,"TreeHouse Foods, Inc.",Sam K. Reed,"Food, Beverages & Tobacco",Food Consumer Products,"Oak Brook, IL",2021 Spring Rd.,http://www.treehousefoods.com
768,"Arch Coal, Inc.",John W. Eaves,Energy,"Mining, Crude-Oil Production","St. Louis, MO",1 CityPlace Dr.,http://www.archcoal.com
769,KLA-Tencor Corporation,Richard P. Wallace,Technology,Semiconductors and Other Electronic Components,"Milpitas, CA",1 Technology Dr.,http://www.kla-tencor.com
770,Crane Co.,Max H. Mitchell,Industrials,Industrial Machinery,"Stamford, CT",100 First Stamford Place,http://www.craneco.com
771,Iasis Healthcare LLC,W. Carl Whitmer,Health Care,Health Care: Medical Facilities,"Franklin, TN",117 Seaboard Lane,http://www.iasishealthcare.com
772,BWX Technologies,Peyton S. Baker,Industrials,Industrial Machinery,"Charlotte, NC",13024 Ballantyne Corporate Place,www.bwxt.com
773,DENTSPLY International Inc.,Jeffrey T. Slovin,Health Care,Medical Products and Equipment,"York, PA",221 W. Philadelphia St.,http://www.dentsplysirona.com
774,Tribune Media Company,Peter M. Liguori,Media,Entertainment,"Chicago, IL",435 N. Michigan Ave.,http://www.tribunemedia.com
775,"ScanSource, Inc.",Michael L. Baur,Wholesalers,Wholesalers: Electronics and Office Equipment,"Greenville, SC",6 Logue Court,http://www.scansource.com
776,Univision Communications Inc.,Randel A. Falco,Media,Entertainment,"New York, NY",605 Third Ave.,http://corporate.univision.com
777,"Brinker International, Inc.",Wyman T. Roberts,"Hotels, Resturants & Leisure",Food Services,"Dallas, TX",6820 L.B.J. Freeway,http://www.brinker.com
778,"Exterran Holdings, Inc.",D. Bradley Childers,Energy,"Oil and Gas Equipment, Services","Houston, TX",16666 Northchase Dr.,http://www.archrock.com/
779,"Carter's, Inc.",Michael D. Casey,Apparel,Apparel,"Atlanta, GA",3438 Peachtree Rd. N.E.,http://www.carters.com
780,"Analog Devices, Inc.",Vincent T. Roche,Technology,Semiconductors and Other Electronic Components,"Norwood, MA",1 Technology Way,http://www.analog.com
781,Genesco Inc.,Robert J. Dennis,Retailing,Specialty Retailers: Apparel,"Nashville, TN",1415 Murfreesboro Rd.,http://www.genesco.com
782,The Scotts Miracle-Gro Company,James Hagedorn,Chemicals,Chemicals,"Marysville, OH",14111 Scottslawn Rd.,http://www.scotts.com
783,Convergys Corporation,Andrea J. Ayers,Business Services,Diversified Outsourcing Services,"Cincinnati, OH",201 E. Fourth St.,http://www.convergys.com
784,Exide Technologies,Robert M. Caruso,Motor Vehicles & Parts,Motor Vehicles and Parts,"Milton, GA",13000 Deerfield Pkwy.,http://www.exide.com
785,WABCO Holdings Inc.,Jacques Esculier,Motor Vehicles & Parts,Motor Vehicles and Parts,"Rochester Hills, MI",2770 Research Dr.,http://www.wabco-auto.com
786,Kennametal Inc.,Ronald M. DeFeo,Industrials,Industrial Machinery,"Latrobe, PA",1600 Technology Way,http://www.kennametal.com
787,Amerco,Edward J. Shoen,Transportation,"Trucking, Truck Leasing","Reno, NV",1325 Airmotive Way,http://www.amerco.com
788,"The Bon-Ton Stores, Inc.",Kathryn J. Bufano,Retailing,General Merchandisers,"York, PA",2801 E. Market St.,http://www.bonton.com
789,"Team Health Holdings, Inc.",Michael D. Snow,Health Care,Health Care: Pharmacy and Other Services,"Knoxville, TN",265 Brookview Centre Way,http://www.teamhealth.com
790,"Regeneron Pharmaceuticals, Inc.",Leonard S. Schleifer,Health Care,Pharmaceuticals,"Tarrytown, NY",777 Old Saw Mill River Rd.,http://www.regeneron.com
791,OneMain Holdings,Jay N. Levine,Financials,Diversified Financials,"Evansville, IN",601 N.W. Second St.,www.archrock.com
792,"Lincoln Electric Holdings, Inc.",Christopher L. Mapes,Industrials,Industrial Machinery,"Cleveland, OH",22801 St. Clair Ave.,http://www.lincolnelectric.com
793,Dresser-Rand Group Inc.,Vincent R. Volpe Jr.,Industrials,Industrial Machinery,"Houston, TX",10205 Westheimer Rd.,http://www.dresser-rand.com
794,West Corporation,Thomas B. Barker,Business Services,Diversified Outsourcing Services,"Omaha, NE",11808 Miracle Hills Dr.,http://www.west.com
795,"Benchmark Electronics, Inc.",Gayla J. Delly,Technology,Semiconductors and Other Electronic Components,"Angleton, TX",3000 Technology Dr.,http://www.bench.com
796,Pall Corporation,Lawrence D. Kingsley,Industrials,Industrial Machinery,"Port Washington, NY",25 Harbor Park Dr.,http://www.pall.com
797,"Old Dominion Freight Line, Inc.",David S. Congdon,Transportation,"Trucking, Truck Leasing","Thomasville, NC",500 Old Dominion Way,http://www.odfl.com
798,"MSC Industrial Direct Co., Inc.",Erik Gershwind,Wholesalers,Wholesalers: Diversified,"Melville, NY",75 Maxess Rd.,http://www.mscdirect.com
799,Sentry Insurance Group,Peter G. McPartland,Financials,Insurance: Property and Casualty (Mutual),"Stevens Point, WI",1800 N. Point Dr.,http://www.sentry.com
800,Sigma-Aldrich Corporation,Rakesh Sachdev,Chemicals,Chemicals,"St. Louis, MO",3050 Spruce St.,http://www.sigma-aldrich.com
801,"WGL Holdings, Inc.",Terry D. McCallister,Energy,Energy,"Washington, DC",101 Constitution Ave. N.W.,http://www.wglholdings.com
802,"Weis Markets, Inc.",Jonathan H. Weis,Food & Drug Stores,Food and Drug Stores,"Sunbury, PA",1000 S. Second St.,http://www.weismarkets.com
803,"Sanderson Farms, Inc.",Joe F. Sanderson Jr.,"Food, Beverages & Tobacco",Food Production,"Laurel, MS",127 Flynt Rd.,http://www.sandersonfarms.com
804,"StanCorp Financial Group, Inc.",J. Gregory Ness,Financials,"Insurance: Life, Health (stock)","Portland, OR",1100 S.W. Sixth Ave.,http://www.stancorpfinancial.com
805,"Hyster-Yale Materials Handling, Inc.",Alfred M. Rankin Jr.,Industrials,Industrial Machinery,"Cleveland, OH",5875 Landerbrook Dr.,http://www.hyster-yale.com
806,"Wolverine World Wide, Inc.",Blake W. Krueger,Apparel,Apparel,"Rockford, MI",9341 Cortland Dr. N.E.,http://www.wolverineworldwide.com
807,"DST Systems, Inc.",Stephen C. Hooley,Business Services,Financial Data Services,"Kansas City, MO",333 W. 11th St.,http://www.dstsystems.com
808,"Legg Mason, Inc.",Joseph A. Sullivan,Financials,Securities,"Baltimore, MD",100 International Dr.,http://www.leggmason.com
809,Teradata Corporation,Michael F. Koehler,Technology,Computer Software,"Dayton, OH",10000 Innovation Dr.,http://www.teradata.com
810,"Aaron's, Inc.",John W. Robinson III,Retailing,Specialty Retailers: Other,"Atlanta, GA",309 E. Paces Ferry Rd. N.E.,http://www.aarons.com
811,Antero Resources Corporation,Paul M. Rady,Energy,"Mining, Crude-Oil Production","Denver, CO",1615 Wynkoop St.,http://www.anteroresources.com
812,Metaldyne Performance Group Inc.,George P. Thanopoulos,Motor Vehicles & Parts,Motor Vehicles and Parts,"Plymouth, MI",47659 Halyard Dr.,http://www.mpgdriven.com
813,Range Resources Corporation,Jeffrey L. Ventura,Energy,"Mining, Crude-Oil Production","Fort Worth, TX",100 Throckmorton St.,http://www.rangeresources.com
814,Vornado Realty Trust,Steven Roth,Financials,Real estate,"New York, NY",888 Seventh Ave.,http://www.vno.com
815,Boyd Gaming Corporation,Keith E. Smith,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3883 Howard Hughes Pkwy.,http://www.boydgaming.com
816,Covance Inc.,Joseph L. Herring,Health Care,Health Care: Pharmacy and Other Services,"Princeton, NJ",210 Carnegie Center,http://www.labcorp.com
817,"Armstrong World Industries, Inc.",Victor D. Grizzle,Materials,"Building Materials, Glass","Lancaster, PA",2500 Columbia Ave.,http://www.armstrong.com
818,"Cracker Barrel Old Country Store, Inc.",Sandra B. Cochran,"Hotels, Resturants & Leisure",Food Services,"Lebanon, TN",305 Hartmann Dr.,http://www.crackerbarrel.com
819,"Chico's FAS, Inc.",Shelley G. Broader,Retailing,Specialty Retailers: Apparel,"Fort Myers, FL",11215 Metro Pkwy.,http://www.chicosfas.com
820,"Scripps Networks Interactive, Inc.",Kenneth W. Lowe,Media,Entertainment,"Knoxville, TN",9721 Sherrill Blvd.,http://www.scrippsnetworksinteractive.com
821,"Universal Forest Products, Inc.",Matthew J. Missad,Materials,Forest and Paper Products,"Grand Rapids, MI",2801 E. Beltline N.E.,http://www.ufpi.com
822,Concho Resources Inc.,Timothy A. Leach,Energy,"Mining, Crude-Oil Production","Midland, TX",600 W. Illinois Ave.,http://www.concho.com
823,ITT Corporation,Denise L. Ramos,Industrials,Industrial Machinery,"White Plains, NY",1133 Westchester Ave.,http://www.itt.com
824,"HCC Insurance Holdings, Inc.",Christopher J.B. Williams,Financials,Insurance: Property and Casualty (Stock),"Houston, TX",13403 Northwest Freeway,http://www.hcc.com
825,Moog Inc.,John R. Scannell,Aerospace & Defense,Aerospace and Defense,"East Aurora, NY",Jamison Rd.,http://www.moog.com
826,"IMS Health Holdings, Inc.",Ari Bousbib,Health Care,Health Care: Pharmacy and Other Services,"Danbury, CT",83 Wooster Heights Rd.,http://www.imshealth.com
827,"Cinemark Holdings, Inc.",Mark Zoradi,Media,Entertainment,"Plano, TX",3900 Dallas Pkwy.,http://www.cinemark.com
828,Comerica Incorporated,Ralph W. Babb Jr.,Financials,Commercial Banks,"Dallas, TX",1717 Main St.,http://www.comerica.com
829,Equity Residential,David J. Neithercut,Financials,Real estate,"Chicago, IL",2 N. Riverside Plaza,http://www.equityresidential.com
830,"The Ryland Group, Inc.",Larry T. Nicholson,Engineering & Construction,Homebuilders,"Westlake Village, CA",3011 Townsgate Rd.,http://www.ryland.com
831,"GNC Holdings, Inc.",Michael G. Archbold,Food & Drug Stores,Food and Drug Stores,"Pittsburgh, PA",300 Sixth Ave.,http://www.gnc.com
832,ArcBest Corporation,Judy R. McReynolds,Transportation,"Trucking, Truck Leasing","Fort Smith, AR",3801 Old Greenwood Rd.,http://www.arcb.com
833,Vectren Corporation,Carl L. Chapman,Energy,Utilities: Gas and Electric,"Evansville, IN",1 Vectren Sq.,http://www.vectren.com
834,Curtiss-Wright Corporation,David C. Adams,Aerospace & Defense,Aerospace and Defense,"Charlotte, NC",13925 Ballantyne Corporate Place,http://www.curtisswright.com
835,Tupperware Brands Corporation,E. V. Goings,Household Products,Household and Personal Products,"Orlando, FL",14901 S. Orange Blossom Trail,http://www.tupperwarebrands.com
836,"Westar Energy, Inc.",Mark A. Ruelle,Energy,Utilities: Gas and Electric,"Topeka, KS",818 S. Kansas Ave.,http://www.westarenergy.com
837,Albemarle Corporation,Luther C. Kissam IV,Chemicals,Chemicals,"Baton Rouge, LA",451 Florida St.,http://www.albemarle.com
838,"AptarGroup, Inc.",Stephen J. Hagge,Materials,"Packaging, Containers","Crystal Lake, IL",475 W. Terra Cotta Ave.,http://www.aptar.com
839,Pinnacle Foods Inc.,Robert J. Gamgort,"Food, Beverages & Tobacco",Food Consumer Products,"Parsippany, NJ",399 Jefferson Rd.,http://www.pinnaclefoods.com
840,"Penn National Gaming, Inc.",Timothy J. Wilmott,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Wyomissing, PA",825 Berkshire Blvd.,http://www.pngaming.com
841,"J.Crew Group, Inc.",Millard Drexler,Retailing,Specialty Retailers: Apparel,"New York, NY",770 Broadway,http://www.jcrew.com
842,"Vantiv, Inc.",Charles D. Drucker,Business Services,Financial Data Services,"Symmes Township, OH",8500 Governor's Hill Dr.,http://www.vantiv.com
843,Kansas City Southern,David L. Starling,Transportation,Railroads,"Kansas City, MO",427 W. 12th St.,http://www.kcsouthern.com
844,Caleres,Diane M. Sullivan,Retailing,Specialty Retailers: Apparel,"St. Louis, MO",8300 Maryland Ave.,http://www.caleres.com
845,"Nu Skin Enterprises, Inc.",M. Truman Hunt,Household Products,Household and Personal Products,"Provo, UT",75 W. Center St.,http://www.nuskinenterprises.com
846,Great Plains Energy Incorporated,Terry D. Bassham,Energy,Utilities: Gas and Electric,"Kansas City, MO",1200 Main St.,http://www.greatplainsenergy.com
847,Kirby Corporation,David W. Grzebinski,Transportation,zMiscellaneous,"Houston, TX",55 Waugh Dr.,http://www.kirbycorp.com
848,"General Growth Properties, Inc.",Sandeep Mathrani,Financials,Real estate,"Chicago, IL",110 N. Wacker Dr.,http://www.ggp.com
849,"Broadridge Financial Solutions, Inc.",Richard J. Daly,Business Services,Financial Data Services,"Lake Success, NY",1981 Marcus Ave.,http://www.broadridge.com
850,"Stericycle, Inc.",Charles A. Alutto,Business Services,Waste Management,"Lake Forest, IL",28161 N. Keith Dr.,http://www.stericycle.com
851,Global Payments Inc.,Jeffrey S. Sloan,Business Services,Financial Data Services,"Atlanta, GA",10 Glenlake Pkwy.,http://www.globalpaymentsinc.com
852,"Nortek, Inc.",Michael J. Clarke,Industrials,Industrial Machinery,"Providence, RI",500 Exchange St.,http://www.nortekinc.com
853,"Schnitzer Steel Industries, Inc.",Tamara L. Lundgren,Materials,Metals,"Portland, OR",299 S.W. Clay St..,http://www.schnitzersteel.com
854,Universal Corporation,George C. Freeman III,"Food, Beverages & Tobacco",Tobacco,"Richmond, VA",9201 Forest Hill Ave.,http://www.universalcorp.com
855,ANN INC.,Katherine L. Krill,Retailing,Specialty Retailers: Apparel,"New York, NY",7 Times Sq.,http://www.anninc.com
856,"Hologic, Inc.",Stephen P. MacMillan,Health Care,Medical Products and Equipment,"Bedford, MA",35 Crosby Dr.,http://www.hologic.com
857,Panera Bread Company,Ronald M. Shaich,"Hotels, Resturants & Leisure",Food Services,"St. Louis, MO",3630 S. Geyer Rd.,http://www.panerabread.com
858,AOL Inc.,Timothy M. Armstrong,Technology,Internet Services and Retailing,"New York, NY",770 Broadway,http://www.corp.aol.com
