ranking,full name,ceo,sector,industry,hq location,hq address,website
949,EchoStar Corporation,Michael T. Dugan,Technology,Network and Other Communications Equipment,"Englewood, Colo.",100 Inverness Terrace E.,http://www.echostar.com
950,"Genesis Energy, L.P.",Grant E. Sims,Energy,Pipelines,Houston,919 Milam St.,http://www.genesisenergy.com
951,SVB Financial Group,Gregory W. Becker,Financials,Commercial Banks,"Santa Clara, Calif.",3003 Tasman Dr.,http://www.svb.com
952,"Itron, Inc.",Philip C. Mezey,Industrials,"Electronics, Electrical Equip.","Liberty Lake, Wash.",2111 N. Molter Rd.,http://www.itron.com
953,Portland General Electric Company,Maria M. Pope,Energy,Utilities: Gas and Electric,"Portland, Ore.",121 S.W. Salmon St.,http://www.portlandgeneral.com
954,California Resources Corporation,Todd A. Stevens,Energy,"Mining, Crude-Oil Production",Los Angeles,9200 Oakdale Ave.,http://www.crc.com
955,Esterline Technologies Corporation,Curtis C. Reusser,Aerospace & Defense,Aerospace and Defense,"Bellevue, Wash.",500 108th Ave. N.E.,http://www.esterline.com
956,"Delta Tucker Holdings, Inc.",George Krivo,Aerospace & Defense,Aerospace and Defense,"McLean, Va.",1700 Old Meadow Rd.,http://www.dyn-intl.com
957,"AMN Healthcare Services, Inc.",Susan R. Salka,Health Care,Health Care: Pharmacy and Other Services,San Diego,12400 High Bluff Dr.,http://www.amnhealthcare.com
958,Griffon Corp.,Ronald J. Kramer,Materials,"Building Materials, Glass",New York City,712 Fifth Ave.,http://www.griffon.com
959,"Valhi, Inc.",Robert D. Graham,Chemicals,Chemicals,Dallas,5430 L.B.J. Freeway,http://www.valhi.net
960,Hexcel Corporation,Nick L. Stanage,Aerospace & Defense,Aerospace and Defense,"Stamford, Conn.",281 Tresser Blvd.,http://www.hexcel.com
961,"IDEXX Laboratories, Inc.",Jonathan W. Ayers,Health Care,Medical Products and Equipment,"Westbrook, Maine",1 IDEXX Dr.,http://www.idexx.com
962,Deluxe Corporation,Lee J. Schram,Media,"Publishing, Printing","Shoreview, Minn.",3680 Victoria St. N.,http://www.deluxe.com
963,"M/I Homes, Inc.",Robert H. Schottenstein,Engineering & Construction,Homebuilders,"Columbus, Ohio",3 Easton Oval,http://www.mihomes.com
964,Kraton Corporation,Kevin M. Fogarty,Chemicals,Chemicals,Houston,15710 John F. Kennedy Blvd.,http://www.kraton.com
965,Stewart Information Services Corporation,Matthew W. Morris,Financials,Insurance: Property and Casualty (Stock),Houston,1980 Post Oak Blvd.,http://www.stewart.com
966,Marriott Vacations Worldwide Corporation,Stephen P. Weisz,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Orlando,6649 Westwood Blvd.,http://www.marriottvacationsworldwide.com
967,"SPX FLOW, INC.",Marcus G. Michael,Industrials,Industrial Machinery,"Charlotte, N.C.",13320 Ballantyne Corporate Place,http://www.spxflow.com
968,ACCO Brands Corporation,Boris Y. Elisman,Household Products,"Home Equipment, Furnishings","Lake Zurich, Ill.",4 Corporate Dr.,http://www.accobrands.com
969,"Echo Global Logistics, Inc.",Douglas R. Waggoner,Transportation,Transportation and Logistics,Chicago,600 W. Chicago Ave.,http://www.echo.com
970,"Cadence Design Systems, Inc.",Lip-Bu Tan,Technology,Computer Software,"San Jose, Calif.",2655 Seely Ave.,http://www.cadence.com
971,"Nuance Communications, Inc.",Mark D. Benjamin,Technology,Computer Software,"Burlington, Mass.",1 Wayside Rd.,http://www.nuance.com
972,"The Finish Line, Inc.",Samuel M. Sato,Retailing,Specialty Retailers: Apparel,Indianapolis,3308 N. Mitthoeffer Rd.,http://www.finishline.com
973,TransUnion,James M. Peck,Business Services,Financial Data Services,Chicago,555 W. Adams St.,http://www.transunion.com
974,"ServiceNow, Inc.",John J. Donahoe,Technology,Computer Software,"Santa Clara, Calif.",2225 Lawson Lane,http://www.servicenow.com
975,"Summit Materials, Inc.",Thomas W. Hill,Materials,"Building Materials, Glass",Denver,1550 Wynkoop St.,http://www.summit-materials.com
976,"Engility Holdings, Inc.",Lynn A. Dugle,Aerospace & Defense,Aerospace and Defense,"Chantilly, Va.",4803 Stonecroft Blvd.,http://www.engilitycorp.com
977,"Ferrellgas Partners, L.P.",James E. Ferrell,Energy,Energy,"Overland Park, Kans.",7500 College Blvd.,http://www.ferrellgas.com
978,"Interactive Brokers Group, Inc.",Thomas P. Peterffy,Financials,Securities,"Greenwich, Conn.",1 Pickwick Plaza,http://www.interactivebrokers.com
979,Stepan Company,F. Quinn Stepan Jr.,Chemicals,Chemicals,"Northfield, Ill.",22 W. Frontage Rd.,http://www.stepan.com
980,"Oceaneering International, Inc.",Roderick A. Larson,Energy,"Oil and Gas Equipment, Services",Houston,11911 FM 529 Rd.,http://www.oceaneering.com
981,Cimarex Energy Co.,Thomas E. Jorden,Energy,"Mining, Crude-Oil Production",Denver,1700 Lincoln St.,http://www.cimarex.com
982,Rexnord Corporation,Todd A. Adams,Industrials,Industrial Machinery,Milwaukee,247 Freshwater Way,http://www.rexnord.com
983,"Beazer Homes USA, Inc.",Allan P. Merrill,Engineering & Construction,Homebuilders,Atlanta,1000 Abernathy Rd.,http://www.beazer.com
984,"MKS Instruments, Inc.",Gerald G. Colella,Technology,Semiconductors and Other Electronic Components,"Andover, Mass.",2 Tech Dr.,http://www.mksinst.com
985,"Vail Resorts, Inc.",Robert A. Katz,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Broomfield, Colo.",390 Interlocken Crescent,http://www.vailresorts.com
986,"Ohio National Mutual Holdings, Inc.",Gary T. Huffman,Financials,"Insurance: Life, Health (stock)",Cincinnati,One Financial Way,http://www.ohionational.com
987,TopBuild Corp.,Gerald Volas,Engineering & Construction,"Engineering, Construction","Daytona Beach, Fla.",475 N. Williamson Blvd.,http://www.topbuild.com
988,"Brown & Brown, Inc.",J. Powell Brown,Financials,Insurance: Property and Casualty (Stock),"Daytona Beach, Fla.",220 S. Ridgewood Ave.,http://www.bbinsurance.com
989,"Aerojet Rocketdyne Holdings, Inc.",Eileen P. Drake,Aerospace & Defense,Aerospace and Defense,"El Segundo, Calif.",222 N. Sepulveda Blvd.,http://www.aerojetrocketdyne.com
990,"Barnes & Noble Education, Inc.",Michael P. Huseby,Retailing,Specialty Retailers: Other,"Basking Ridge, N.J.",120 Mountain View Blvd.,http://www.bned.com
991,"Superior Energy Services, Inc.",David D. Dunlap,Energy,"Oil and Gas Equipment, Services",Houston,1001 Louisiana St.,http://www.superiorenergy.com
992,"VeriFone Systems, Inc.",Paul S. Galant,Technology,Financial Data Services,"San Jose, Calif.",88 W. Plumeria Dr.,http://www.verifone.com
993,"The Children's Place, Inc.",Jane T. Elfers,Retailing,Specialty Retailers: Apparel,"Secaucus, N.J.",500 Plaza Dr.,http://www.childrensplace.com
994,Tribune Media Company,Peter M. Kern,Media,Entertainment,Chicago,515 N. State St.,http://www.tribunemedia.com
995,"Healthcare Services Group, Inc.",Theodore Wahl,Health Care,Health Care: Pharmacy and Other Services,"Bensalem, Pa.",3220 Tillman Dr.,http://www.hcsg.com
996,"SiteOne Landscape Supply, Inc.",Doug Black,Wholesalers,Wholesalers: Diversified,"Roswell, Ga.",300 Colonial Center Pkwy.,http://www.siteone.com
997,"Charles River Laboratories International, Inc.",James C. Foster,Health Care,Health Care: Pharmacy and Other Services,"Wilmington, Mass.",251 Ballardvale St.,http://www.criver.com
998,"CoreLogic, Inc.",Frank D. Martell,Business Services,Financial Data Services,"Irvine, Calif.",40 Pacifica,http://www.corelogic.com
999,"The Ensign Group, Inc.",Christopher R. Christensen,Health Care,Health Care: Medical Facilities,"Mission Viejo, Calif.",27101 Puerta Real,http://www.ensigngroup.net
1000,"HCP, Inc.",Thomas M. Herzog,Financials,Real estate,"Irvine, Calif.",1920 Main St.,http://www.hcpi.com
