ranking,full name,ceo,sector,industry,hq location,hq address,website
191,"CarMax, Inc.",William D. Nash,Retailing,"Automotive Retailing, Services","Richmond, VA",12800 Tuckahoe Creek Pkwy.,http://www.carmax.com
192,"National Oilwell Varco, Inc.",Clay C. Williams,Energy,"Oil and Gas Equipment, Services","Houston, TX",7909 Parkwood Circle Dr.,http://www.nov.com
193,"NRG Energy, Inc.",Mauricio Gutierrez,Energy,Energy,"Princeton, NJ",211 Carnegie Center,http://www.nrg.com
194,Western Digital Corporation,Stephen D. Milligan,Technology,Computer Peripherals,"Irvine, CA",3355 Michelson Dr.,http://www.westerndigital.com
195,"Marriott International, Inc.",Arne M. Sorenson,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Bethesda, MD",10400 Fernwood Rd.,http://www.marriott.com
196,"Office Depot, Inc.",Roland C. Smith,Retailing,Specialty Retailers: Other,"Boca Raton, FL",6600 N. Military Trail,http://www.officedepot.com
197,"Nordstrom, Inc.",Blake W. Nordstrom,Retailing,General Merchandisers,"Seattle, WA",1617 Sixth Ave.,http://www.nordstrom.com
198,"Kinder Morgan, Inc.",Steven J. Kean,Energy,Pipelines,"Houston, TX",1001 Louisiana St.,http://www.kindermorgan.com
199,Aramark,Eric J. Foss,Business Services,Diversified Outsourcing Services,"Philadelphia, PA",1101 Market St.,http://www.aramark.com
200,DaVita HealthCare Partners Inc.,Kent J. Thiry,Health Care,Health Care: Medical Facilities,"Denver, CO",2000 16th St.,http://www.davita.com
201,"Molina Healthcare, Inc.",Joseph M. Molina,Health Care,Health Care: Insurance and Managed Care,"Long Beach, CA",200 Oceangate,http://www.molinahealthcare.com
202,"WellCare Health Plans, Inc.",Kenneth A. Burdick,Health Care,Health Care: Insurance and Managed Care,"Tampa, FL",8725 Henderson Rd.,http://www.wellcare.com
203,CBS Corporation,Leslie Moonves,Media,Entertainment,"New York, NY",51 W. 52nd St.,http://www.cbscorporation.com
204,Visa Inc.,Alfred F. Kelly Jr.,Business Services,Financial Data Services,"Foster City, CA",900 Metro Center Blvd.,http://www.visa.com
205,Lincoln National Corporation,Dennis R. Glass,Financials,"Insurance: Life, Health (stock)","Radnor, PA",150 N. Radnor Chester Rd.,http://www.lfg.com
206,Ecolab Inc.,Douglas M. Baker Jr.,Chemicals,Chemicals,"St. Paul, MN",370 Wabasha St. N.,http://www.ecolab.com
207,Kellogg Company,John A. Bryant,"Food, Beverages & Tobacco",Food Consumer Products,"Battle Creek, MI",1 Kellogg Sq.,http://www.kelloggcompany.com
208,"C. H. Robinson Worldwide, Inc.",John P. Wiehoff,Transportation,Transportation and Logistics,"Eden Prairie, MN",14701 Charlson Rd.,http://www.chrobinson.com
209,Textron Inc.,Scott C. Donnelly,Aerospace & Defense,Aerospace and Defense,"Providence, RI",40 Westminster St.,http://www.textron.com
210,Loews Corporation,James S. Tisch,Financials,Insurance: Property and Casualty (Stock),"New York, NY",667 Madison Ave.,http://www.loews.com
211,Illinois Tool Works Inc.,E. Scott Santi,Industrials,Industrial Machinery,"Glenview, IL",155 Harlem Ave.,http://www.itw.com
212,Synnex Corporation,Kevin M. Murai,Wholesalers,Wholesalers: Electronics and Office Equipment,"Fremont, CA",44201 Nobel Dr.,http://www.synnex.com
213,Viacom Inc.,Robert Bakish,Media,Entertainment,"New York, NY",1515 Broadway,http://www.viacom.com
214,HollyFrontier Corporation,George J. Damiris,Energy,Petroleum Refining,"Dallas, TX",2828 N. Harwood,http://www.hollyfrontier.com
215,"Land O'Lakes, Inc.",Christopher J. Policinski,"Food, Beverages & Tobacco",Food Consumer Products,"Arden Hills, MN",4001 Lexington Ave. N.,http://www.landolakesinc.com
216,Devon Energy Corporation,David A. Hager,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",333 W. Sheridan Ave.,http://www.devonenergy.com
217,PBF Energy Inc.,Thomas J. Nimbley,Energy,Petroleum Refining,"Parsippany, NJ",1 Sylvan Way,http://www.pbfenergy.com
218,"Yum! Brands, Inc.",Greg Creed,"Hotels, Restaurants & Leisure",Food Services,"Louisville, KY",1441 Gardiner Lane,http://www.yum.com
219,Texas Instruments Incorporated,Richard K. Templeton,Technology,Semiconductors and Other Electronic Components,"Dallas, TX",12500 TI Blvd.,http://www.ti.com
220,CDW Corporation,Thomas E. Richards,Technology,Information Technology Services,"Lincolnshire, IL",75 Tri-State International,http://www.cdw.com
221,"Waste Management, Inc.",James C. Fish Jr.,Business Services,Waste Management,"Houston, TX",1001 Fannin St.,http://www.wm.com
222,"Marsh & McLennan Companies, Inc.",Daniel S. Glaser,Financials,Diversified Financials,"New York, NY",1166 Ave. of the Americas,http://www.mmc.com
223,Chesapeake Energy Corporation,Robert D. Lawler,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",6100 N. Western Ave.,http://www.chk.com
224,Parker-Hannifin Corporation,Thomas L. Williams,Industrials,Industrial Machinery,"Cleveland, OH",6035 Parkland Blvd.,http://www.parker.com
225,Occidental Petroleum Corporation,Vicki A. Hollub,Energy,"Mining, Crude-Oil Production","Houston, TX",5 Greenway Plaza,http://www.oxy.com
226,Guardian Life Ins. Co. of America,Deanna M. Mulligan,Financials,"Insurance: Life, Health (Mutual)","New York, NY",7 Hanover Sq.,http://www.guardianlife.com
227,Farmers Insurance Exchange,Jeffrey J. Dailey,Financials,Insurance: Property and Casualty (Mutual),"Woodland Hills, CA",6301 Owensmouth Ave.,http://www.farmers.com
228,"J.C. Penney Company, Inc.",Marvin R. Ellison,Retailing,General Merchandisers,"Plano, TX",6501 Legacy Dr.,http://www.jcpenney.com
229,"Consolidated Edison, Inc.",John McAvoy,Energy,Utilities: Gas and Electric,"New York, NY",4 Irving Place,http://www.conedison.com
230,Cognizant Technology Solutions Corporation,Francisco D'Souza,Technology,Information Technology Services,"Teaneck, NJ",500 Frank W. Burr Blvd.,http://www.cognizant.com
231,V.F. Corporation,Steven E. Rendle,Apparel,Apparel,"Greensboro, NC",105 Corporate Center Blvd.,http://www.vfc.com
232,"Ameriprise Financial, Inc.",James M. Cracchiolo,Financials,Diversified Financials,"Minneapolis, MN",55 Ameriprise Financial Center,http://www.ameriprise.com
233,Computer Sciences Corporation,J. Michael Lawrie,Technology,Information Technology Services,"Falls Church, VA",3170 Fairview Park Dr.,http://www.csc.com
234,"L Brands, Inc.",Leslie H. Wexner,Retailing,Specialty Retailers: Apparel,"Columbus, OH",3 Limited Pkwy.,http://www.lb.com
235,Jacobs Engineering Group Inc.,Steven J. Demetriou,Engineering & Construction,"Engineering, Construction","Pasadena, CA",155 N. Lake Ave.,http://www.jacobs.com
236,"Principal Financial Group, Inc.",Daniel J. Houston,Financials,"Insurance: Life, Health (stock)","Des Moines, IA",711 High St.,http://www.principal.com
237,"Ross Stores, Inc.",Barbara Rentler,Retailing,Specialty Retailers: Apparel,"Dublin, CA",5130 Hacienda Dr.,http://www.rossstores.com
238,Bed Bath & Beyond Inc.,Steven H. Temares,Retailing,Specialty Retailers: Other,"Union, NJ",650 Liberty Ave.,http://www.bedbathandbeyond.com
239,CSX Corporation,Michael J. Ward,Transportation,Railroads,"Jacksonville, FL",500 Water St.,http://www.csx.com
240,"Toys ""R"" Us, Inc.",David A. Brandon,Retailing,Specialty Retailers: Other,"Wayne, NJ",1 Geoffrey Way,http://www.toysrusinc.com
241,Las Vegas Sands Corp.,Sheldon G. Adelson,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3355 Las Vegas Blvd. S.,http://www.sands.com
242,Leucadia National Corporation,Richard B. Handler,"Food, Beverages & Tobacco",Food Production,"New York, NY",520 Madison Ave.,http://www.leucadia.com
243,"Dominion Resources, Inc.",Thomas F. Farrell II,Energy,Utilities: Gas and Electric,"Richmond, VA",120 Tredegar St.,http://www.dom.com
244,United States Steel Corporation,Mario Longhi,Materials,Metals,"Pittsburgh, PA",600 Grant St.,http://www.ussteel.com
245,"L-3 Communications Holdings, Inc.",Michael T. Strianese,Aerospace & Defense,Aerospace and Defense,"New York, NY",600 Third Ave.,http://www.l-3com.com
246,Edison International,Pedro J. Pizarro,Energy,Utilities: Gas and Electric,"Rosemead, CA",2244 Walnut Grove Ave.,http://www.edisoninvestor.com
247,Entergy Corporation,Leo P. Denault,Energy,Utilities: Gas and Electric,"New Orleans, LA",639 Loyola Ave.,http://www.entergy.com
248,"Automatic Data Processing, Inc.",Carlos A. Rodriguez,Business Services,Diversified Outsourcing Services,"Roseland, NJ",1 ADP Blvd.,http://www.adp.com
249,First Data Corporation,Frank J. Bisignano,Business Services,Financial Data Services,"Atlanta, GA",5565 Glenridge Connector N.E.,http://www.firstdata.com
250,"BlackRock, Inc.",Laurence D. Fink,Financials,Securities,"New York, NY",55 E. 52nd St.,http://www.blackrock.com
251,WestRock Company,Steven C. Voorhees,Materials,"Packaging, Containers","Richmond, VA",501 S. Fifth St.,http://www.westrock.com
252,"Voya Financial, Inc.",Rodney O. Martin Jr.,Financials,Diversified Financials,"New York, NY",230 Park Ave.,http://www.voya.com
253,The Sherwin-Williams Company,John G. Morikis,Chemicals,Chemicals,"Cleveland, OH",101 W. Prospect Ave.,http://www.sherwin.com
254,Hilton Worldwide Holdings Inc.,Christopher J. Nassetta,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","McLean, VA",7930 Jones Branch Dr.,http://www.hiltonworldwide.com
255,R.R. Donnelley & Sons Company,Daniel L. Knotts,Media,"Publishing, Printing","Chicago, IL",35 W. Wacker Dr.,http://www.rrdonnelley.com
256,"Stanley Black & Decker, Inc.",James M. Loree,Household Products,"Home Equipment, Furnishings","New Britain, CT",1000 Stanley Dr.,http://www.stanleyblackanddecker.com
257,Xcel Energy Inc.,Benjamin G.S. Fowke III,Energy,Utilities: Gas and Electric,"Minneapolis, MN",414 Nicollet Mall,http://www.xcelenergy.com
258,Murphy USA Inc.,R. Andrew Clyde,Retailing,Specialty Retailers: Other,"El Dorado, AR",200 Peach St.,http://corporate.murphyusa.com
259,"CBRE Group, Inc.",Robert E. Sulentic,Financials,Real estate,"Los Angeles, CA",400 S. Hope St.,http://www.cbre.com
260,"D.R. Horton, Inc.",David V. Auld,Engineering & Construction,Homebuilders,"Fort Worth, TX",301 Commerce St.,http://www.drhorton.com
261,The Estee Lauder Companies Inc.,Fabrizio Freda,Household Products,Household and Personal Products,"New York, NY",767 Fifth Ave.,http://www.elcompanies.com
262,"Praxair, Inc.",Stephen F. Angel,Chemicals,Chemicals,"Danbury, CT",39 Old Ridgebury Rd.,http://www.praxair.com
263,Biogen Inc.,Michel Vounatsos,Health Care,Pharmaceuticals,"Cambridge, MA",225 Binney St.,http://www.biogen.com
264,State Street Corporation,Joseph L. Hooley,Financials,Commercial Banks,"Boston, MA",1 Lincoln St.,http://www.statestreet.com
265,Unum Group,Richard P. McKenney,Financials,"Insurance: Life, Health (stock)","Chattanooga, TN",1 Fountain Sq.,http://www.unum.com
266,Reynolds American Inc.,Debra A. Crew,"Food, Beverages & Tobacco",Tobacco,"Winston-Salem, NC",401 N. Main St.,http://www.reynoldsamerican.com
267,"Group 1 Automotive, Inc.",Earl J. Hesterberg,Retailing,"Automotive Retailing, Services","Houston, TX",800 Gessner Rd.,http://www.group1auto.com
268,"Henry Schein, Inc.",Stanley M. Bergman,Health Care,Wholesalers: Health Care,"Melville, NY",135 Duryea Rd.,http://www.henryschein.com
269,"Hertz Global Holdings, Inc.",Kathryn V. Marinello,Retailing,"Automotive Retailing, Services","Estero, FL",8501 Williams Rd.,http://www.hertz.com
270,Norfolk Southern Corporation,James A. Squires,Transportation,Railroads,"Norfolk, VA",3 Commercial Place,http://www.nscorp.com
271,"Reinsurance Group of America, Incorporated",Anna Manning,Financials,"Insurance: Life, Health (stock)","Chesterfield, MO",16600 Swingley Ridge Rd.,http://www.rgare.com
272,Public Service Enterprise Group Incorporated,Ralph Izzo,Energy,Utilities: Gas and Electric,"Newark, NJ",80 Park Plaza,http://www.pseg.com
273,BB&T Corporation,Kelly S. King,Financials,Commercial Banks,"Winston-Salem, NC",200 W. Second St.,http://www.bbt.com
274,DTE Energy Company,Gerard M. Anderson,Energy,Utilities: Gas and Electric,"Detroit, MI",1 Energy Plaza,http://www.dteenergy.com
275,"Assurant, Inc.",Alan B. Colberg,Financials,Insurance: Property and Casualty (Stock),"New York, NY",28 Liberty St.,http://www.assurant.com
276,Global Partners LP,Eric Slifka,Wholesalers,Wholesalers: Diversified,"Waltham, MA",800 South St.,http://www.globalp.com
277,Huntsman Corporation,Peter R. Huntsman,Chemicals,Chemicals,"The Woodlands, TX",10003 Woodloch Forest Dr.,http://www.huntsman.com
278,"Becton, Dickinson and Company",Vincent A. Forlenza,Health Care,Medical Products and Equipment,"Franklin Lakes, NJ",1 Becton Dr.,http://www.bd.com
279,Sempra Energy,Debra L. Reed,Energy,Utilities: Gas and Electric,"San Diego, CA",488 Eighth Ave.,http://www.sempra.com
280,"AutoZone, Inc.",William C. Rhodes III,Retailing,Specialty Retailers: Other,"Memphis, TN",123 S. Front St.,http://www.autozone.com
281,Navistar International Corporation,Troy A. Clarke,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lisle, IL",2701 Navistar Dr.,http://www.navistar.com
282,Precision Castparts Corp.,Mark Donegan,Aerospace & Defense,Aerospace and Defense,"Portland, OR",4650 S.W. Macadam Ave.,http://www.precast.com
283,Discover Financial Services,David W. Nelms,Financials,Commercial Banks,"Riverwoods, IL",2500 Lake Cook Rd.,http://www.discover.com
284,Liberty Interactive Corporation,Gregory B. Maffei,Technology,Internet Services and Retailing,"Englewood, CO",12300 Liberty Blvd.,http://www.libertyinteractive.com
285,"W.W. Grainger, Inc.",Donald G. MacPherson,Wholesalers,Wholesalers: Diversified,"Lake Forest, IL",100 Grainger Pkwy.,http://www.grainger.com
286,Baxter International Inc.,Jose E. Almeida,Health Care,Medical Products and Equipment,"Deerfield, IL",1 Baxter Pkwy.,http://www.baxter.com
287,Stryker Corporation,Kevin A. Lobo,Health Care,Medical Products and Equipment,"Kalamazoo, MI",2825 Airview Blvd.,http://www.stryker.com
288,"Air Products & Chemicals, Inc.",Seifi Ghasemi,Chemicals,Chemicals,"Allentown, PA",7201 Hamilton Blvd.,http://www.airproducts.com
289,"Western Refining, Inc.",Jeff A. Stevens,Energy,Petroleum Refining,"El Paso, TX",123 W. Mills Ave.,http://www.wnr.com
290,"Universal Health Services, Inc.",Alan B. Miller,Health Care,Health Care: Medical Facilities,"King of Prussia, PA",367 S. Gulph Rd.,http://www.uhsinc.com
291,"Owens & Minor, Inc.",P. Cody Phipps,Health Care,Wholesalers: Health Care,"Mechanicsville, VA",9120 Lockwood Blvd.,http://www.owens-minor.com
292,"Charter Communications, Inc.",Thomas M. Rutledge,Telecommunications,Telecommunications,"Stamford, CT",400 Atlantic St.,http://www.charter.com
293,"Advance Auto Parts, Inc.",Thomas Greco,Retailing,Specialty Retailers: Other,"Roanoke, VA",5008 Airport Rd.,http://www.advanceautoparts.com
294,MasterCard Incorporated,Ajaypal S. Banga,Business Services,Financial Data Services,"Purchase, NY",2000 Purchase St.,http://www.mastercard.com
295,"Applied Materials, Inc.",Gary E. Dickerson,Technology,Semiconductors and Other Electronic Components,"Santa Clara, CA",3050 Bowers Ave.,http://www.appliedmaterials.com
296,Eastman Chemical Company,Mark J. Costa,Chemicals,Chemicals,"Kingsport, TN",200 S. Wilcox Dr.,http://www.eastman.com
297,"Sonic Automotive, Inc",B. Scott Smith,Retailing,"Automotive Retailing, Services","Charlotte, NC",4401 Colwick Rd.,http://www.sonicautomotive.com
298,Ally Financial Inc.,Jeffrey J. Brown,Financials,Diversified Financials,"Detroit, MI",200 Renaissance Center,http://www.ally.com
299,"CST Brands, Inc.",Kimberly S. Lubel,Retailing,Specialty Retailers: Other,"San Antonio, TX",1 Valero Way,http://www.cstbrands.com
300,eBay Inc.,Devin N. Wenig,Technology,Internet Services and Retailing,"San Jose, CA",2065 Hamilton Ave.,http://www.ebay.com
301,Lennar Corporation,Stuart A. Miller,Engineering & Construction,Homebuilders,"Miami, FL",700 N.W. 107th Ave.,http://www.lennar.com
302,GameStop Corp.,J. Paul Raines,Retailing,Specialty Retailers: Other,"Grapevine, TX",625 Westport Pkwy.,http://www.gamestopcorp.com
303,Reliance Steel & Aluminum Co.,Gregg J. Mollins,Materials,Metals,"Los Angeles, CA",350 S. Grand Ave.,http://www.rsac.com
304,Hormel Foods Corporation,James P. Snee,"Food, Beverages & Tobacco",Food Consumer Products,"Austin, MN",1 Hormel Place,http://www.hormelfoods.com
305,Celgene Corporation,Mark J. Alles,Health Care,Pharmaceuticals,"Summit, NJ",86 Morris Ave.,http://www.celgene.com
306,"Genworth Financial, Inc.",Thomas J. McInerney,Financials,"Insurance: Life, Health (stock)","Richmond, VA",6620 W. Broad St.,http://www.genworth.com
307,"PayPal Holdings, Inc.",Daniel H. Schulman,Business Services,Financial Data Services,"San Jose, CA",2211 N. First St.,http://www.paypal.com
308,The Priceline Group Inc.,Glenn D. Fogel,Technology,Internet Services and Retailing,"Norwalk, CT",800 Connecticut Ave.,http://www.pricelinegroup.com
309,MGM Resorts International,James J. Murren,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3600 Las Vegas Blvd. S.,http://www.mgmresorts.com
310,"Autoliv, Inc.",Jan Carlson,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",1320 Pacific Dr.,http://www.autoliv.com
311,"Fidelity National Financial, Inc.",Raymond R. Quirk,Financials,Insurance: Property and Casualty (Stock),"Jacksonville, FL",601 Riverside Ave.,http://www.fnf.com
312,"Republic Services, Inc.",Donald W. Slager,Business Services,Waste Management,"Phoenix, AZ",18500 N. Allied Way,http://www.republicservices.com
313,Corning Incorporated,Wendell P. Weeks,Technology,Network and Other Communications Equipment,"Corning, NY",1 Riverfront Plaza,http://www.corning.com
314,"Peter Kiewit Sons', Inc.",Bruce E. Grewcock,Engineering & Construction,"Engineering, Construction","Omaha, NE",1000 Kiewit Plaza,http://www.kiewit.com
315,Univar Inc.,Stephen D. Newlin,Wholesalers,Miscellaneous,"Downers Grove, IL",3075 Highland Pkwy.,http://www.univar.com
316,The Mosaic Company,James C. O'Rourke,Chemicals,Chemicals,"Plymouth, MN",3033 Campus Dr.,http://www.mosaicco.com
317,"Core-Mark Holding Company, Inc.",Thomas B. Perkins,Wholesalers,Wholesalers: Food and Grocery,"South San Francisco, CA",395 Oyster Point Blvd.,http://www.core-mark.com
318,Thrivent Financial for Lutherans,Bradford L. Hewitt,Financials,"Insurance: Life, Health (Mutual)","Minneapolis, MN",625 Fourth Ave. S.,http://www.thrivent.com
319,Cameron International Corporation,R. Scott Rowe,Energy,"Oil and Gas Equipment, Services","Houston, TX",1333 W. Loop S.,http://www.c-a-m.com
320,"HD Supply Holdings, Inc.",Joseph J. DeAngelo,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",3100 Cumberland Blvd.,http://www.hdsupply.com
321,"Crown Holdings, Inc.",Timothy J. Donahue,Materials,"Packaging, Containers","Philadelphia, PA",1 Crown Way,http://www.crowncork.com
322,"EOG Resources, Inc.",William R. Thomas,Energy,"Mining, Crude-Oil Production","Houston, TX",1111 Bagby St.,http://www.eogresources.com
323,Veritiv Corp,Mary A. Laschinger,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",1000 Abernathy Rd. N.E.,http://www.veritivcorp.com
324,Anadarko Petroleum Corporation,R. A. Walker,Energy,"Mining, Crude-Oil Production","The Woodlands, TX",1201 Lake Robbins Dr.,http://www.anadarko.com
325,Laboratory Corporation of America Holdings,David P. King,Health Care,Health Care: Pharmacy and Other Services,"Burlington, NC",358 S. Main St.,http://www.labcorp.com
326,Pacific Life,James T. Morris,Financials,"Insurance: Life, Health (stock)","Newport Beach, CA",700 Newport Center Dr.,http://www.pacificlife.com
327,News Corporation,Robert J. Thomson,Media,"Publishing, Printing","New York, NY",1211 Ave. of the Americas,http://www.newscorp.com
328,Jarden Corporation,Michael B. Polk,Household Products,"Home Equipment, Furnishings","Boca Raton, FL",1800 N. Military Trail,http://www.newellbrands.com
329,"SunTrust Banks, Inc.",William H. Rogers Jr.,Financials,Commercial Banks,"Atlanta, GA",303 Peachtree St. N.E.,http://www.suntrust.com
330,"Avis Budget Group, Inc.",Larry D. De Shon,Retailing,"Automotive Retailing, Services","Parsippany, NJ",6 Sylvan Way,http://www.avisbudgetgroup.com
331,Broadcom Corporation,Hock E. Tan,Technology,Semiconductors and Other Electronic Components,"Irvine, CA",5300 California Ave.,http://www.broadcom.com
332,American Family Insurance Group,Jack C. Salzwedel,Financials,Insurance: Property and Casualty (Stock),"Madison, WI",6000 American Pkwy.,http://www.amfam.com
333,"Level 3 Communications, Inc.",Jeffrey K. Storey,Telecommunications,Telecommunications,"Broomfield, CO",1025 Eldorado Blvd.,http://www.level3.com
334,Tenneco Inc.,Gregg M. Sherrill,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lake Forest, IL",500 N. Field Dr.,http://www.tenneco.com
335,"United Natural Foods, Inc.",Steven L. Spinner,Wholesalers,Wholesalers: Food and Grocery,"Providence, RI",313 Iron Horse Way,http://www.unfi.com
336,Dean Foods Company,Ralph P. Scozzafava,"Food, Beverages & Tobacco",Food Consumer Products,"Dallas, TX",2711 N. Haskell Ave.,http://www.deanfoods.com
337,Campbell Soup Company,Denise M. Morrison,"Food, Beverages & Tobacco",Food Consumer Products,"Camden, NJ",1 Campbell Place,http://www.campbellsoupcompany.com
338,"Mohawk Industries, Inc.",Jeffrey S. Lorberbaum,Household Products,"Home Equipment, Furnishings","Calhoun, GA",160 S. Industrial Blvd.,http://www.mohawkind.com
339,BorgWarner Inc.,James R. Verrier,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",3850 Hamlin Rd.,http://www.borgwarner.com
340,PVH Corp.,Emanuel Chirico,Apparel,Apparel,"New York, NY",200 Madison Ave.,http://www.pvh.com
341,Ball Corporation,John A. Hayes,Materials,"Packaging, Containers","Broomfield, CO",10 Longs Peak Dr.,http://www.ball.com
342,"O'Reilly Automotive, Inc.",Gregory L. Henslee,Retailing,Specialty Retailers: Other,"Springfield, MO",233 S. Patterson Ave.,http://www.oreillyauto.com
343,Eversource Energy,James J. Judge,Energy,Utilities: Gas and Electric,"Springfield, MA",300 Cadwell Dr.,http://www.eversource.com
344,"Franklin Resources, Inc.",Gregory E. Johnson,Financials,Securities,"San Mateo, CA",1 Franklin Pkwy.,http://www.franklinresources.com
345,Masco Corporation,Keith J. Allman,Household Products,"Home Equipment, Furnishings","Taylor, MI",21001 Van Born Rd.,http://www.masco.com
346,"Lithia Motors, Inc.",Bryan B. DeBoer,Retailing,"Automotive Retailing, Services","Medford, OR",150 N. Bartlett St.,http://www.lithiamotors.com
347,KKR & Co. L.P.,"Henry R. Kravis, George R. Roberts",Financials,Securities,"New York, NY",9 W. 57th St.,http://www.kkr.com
348,"ONEOK, Inc.",Terry K. Spencer,Energy,Pipelines,"Tulsa, OK",100 W. Fifth St.,http://www.oneok.com
349,Newmont Mining Corporation,Gary J. Goldberg,Energy,"Mining, Crude-Oil Production","Greenwood Village, CO",6363 S. Fiddler's Green Circle,http://www.newmont.com
350,PPL Corporation,William H. Spence,Energy,Utilities: Gas and Electric,"Allentown, PA",2 N. Ninth St.,http://www.pplweb.com
351,SpartanNash Company,Dennis Eidson,Wholesalers,Wholesalers: Food and Grocery,"Byron Center, MI",850 76th St. S.W.,http://www.spartannash.com
352,"Quanta Services, Inc.",Earl C. Austin Jr.,Engineering & Construction,"Engineering, Construction","Houston, TX",2800 Post Oak Blvd.,http://www.quantaservices.com
353,"XPO Logistics, Inc.",Bradley S. Jacobs,Transportation,Transportation and Logistics,"Greenwich, CT",5 Greenwich Office Park,http://www.xpo.com
354,Ralph Lauren Corporation,Stefan Larsson,Apparel,Apparel,"New York, NY",650 Madison Ave.,http://www.ralphlauren.com
355,"The Interpublic Group of Companies, Inc.",Michael I. Roth,Business Services,"Advertising, marketing","New York, NY",909 Third Ave.,http://www.interpublic.com
356,"Steel Dynamics, Inc.",Mark D. Millett,Materials,Metals,"Fort Wayne, IN",7575 W. Jefferson Blvd.,http://www.steeldynamics.com
357,"WESCO International, Inc.",John J. Engel,Wholesalers,Wholesalers: Diversified,"Pittsburgh, PA",225 W. Station Square Dr.,http://www.wesco.com
358,Quest Diagnostics Incorporated,Stephen H. Rusckowski,Health Care,Health Care: Pharmacy and Other Services,"Madison, NJ",3 Giralda Farms,http://www.questdiagnostics.com
359,Boston Scientific Corporation,Michael F. Mahoney,Health Care,Medical Products and Equipment,"Marlborough, MA",300 Boston Scientific Way,http://www.bostonscientific.com
360,AGCO Corporation,Martin H. Richenhagen,Industrials,Construction and Farm Machinery,"Duluth, GA",4205 River Green Pkwy.,http://www.agcocorp.com
361,"Foot Locker, Inc.",Richard A. Johnson,Retailing,Specialty Retailers: Apparel,"New York, NY",112 W. 34th St.,http://www.footlocker-inc.com
362,The Hershey Company,John P. Bilbrey,"Food, Beverages & Tobacco",Food Consumer Products,"Hershey, PA",100 Crystal A Dr.,http://www.thehersheycompany.com
363,"CenterPoint Energy, Inc.",Scott M. Prochazka,Energy,Utilities: Gas and Electric,"Houston, TX",1111 Louisiana St.,http://www.centerpointenergy.com
364,"The Williams Companies, Inc.",Alan S. Armstrong,Energy,Energy,"Tulsa, OK",1 Williams Center,http://www.williams.com
365,"Dick's Sporting Goods, Inc.",Edward W. Stack,Retailing,Specialty Retailers: Other,"Coraopolis, PA",345 Court St.,http://www.dicks.com
366,"Live Nation Entertainment, Inc.",Michael Rapino,Media,Entertainment,"Beverly Hills, CA",9348 Civic Center Dr.,http://www.livenation.com
367,Mutual of Omaha Insurance Company,James T. Blackledge,Financials,"Insurance: Life, Health (stock)","Omaha, NE",Mutual of Omaha Plaza,http://www.mutualofomaha.com
368,W.R. Berkley Corporation,W. Robert Berkley Jr.,Financials,Insurance: Property and Casualty (Stock),"Greenwich, CT",475 Steamboat Rd.,http://www.wrberkley.com
369,LKQ Corporation,Robert L. Wagman,Wholesalers,Wholesalers: Diversified,"Chicago, IL",500 W. Madison St.,http://www.lkqcorp.com
370,"Avon Products, Inc.",Sherilyn S. McCoy,Household Products,Household and Personal Products,"New York, NY",777 Third Ave.,http://www.avoncompany.com
371,"Darden Restaurants, Inc.",Eugene I. Lee Jr.,"Hotels, Restaurants & Leisure",Food Services,"Orlando, FL",1000 Darden Center Dr.,http://www.darden.com
372,"Kindred Healthcare, Inc.",Benjamin A. Breier,Health Care,Health Care: Medical Facilities,"Louisville, KY",680 S. Fourth St.,http://www.kindredhealthcare.com
373,Weyerhaeuser Company,Doyle R. Simons,Materials,Forest and Paper Products,"Federal Way, WA",33663 Weyerhaeuser Way S.,http://www.weyerhaeuser.com
374,"Casey's General Stores, Inc.",Terry W. Handley,Retailing,Specialty Retailers: Other,"Ankeny, IA",1 Convenience Blvd.,http://www.caseys.com
375,Sealed Air Corporation,Jerome A. Peribere,Materials,"Packaging, Containers","Charlotte, NC",8215 Forest Point Blvd.,http://www.sealedair.com
376,Fifth Third Bancorp,Greg D. Carmichael,Financials,Commercial Banks,"Cincinnati, OH",38 Fountain Square Plaza,http://www.53.com
377,Dover Corporation,Robert A. Livingston,Industrials,Industrial Machinery,"Downers Grove, IL",3005 Highland Pkwy.,http://www.dovercorporation.com
378,"Huntington Ingalls Industries, Inc.",C. Michael Petters,Aerospace & Defense,Aerospace and Defense,"Newport News, VA",4101 Washington Ave.,http://www.huntingtoningalls.com%20
379,"Netflix, Inc.",Reed Hastings,Retailing,Specialty Retailers: Other,"Los Gatos, CA",100 Winchester Circle,http://www.netflix.com
