ranking,full name,ceo,sector,industry,hq location,hq address,website
756,"Weis Markets, Inc.",Jonathan H. Weis,Food and Drug Stores,Food and Drug Stores,"Sunbury, PA",1000 S. Second St.,http://www.weismarkets.com
757,The Timken Company,Richard G. Kyle,Industrials,Industrial Machinery,"North Canton, OH",4500 Mount Pleasant St. N.W.,http://www.timken.com
758,Cabot Corporation,Sean D. Keohane,Chemicals,Chemicals,"Boston, MA",2 Seaport Lane,http://www.cabotcorp.com
759,Univision Communications Inc.,Randel Falco,Media,Entertainment,"New York, NY",605 Third Ave.,http://corporate.univision.com
760,"Keysight Technologies, Inc.",Ronald S. Nersesian,Technology,"Scientific,Photographic and Control Equipment","Santa Rosa, CA",1400 Fountaingrove Pkwy.,http://www.keysight.com
761,Olin Corporation,John E. Fischer,Chemicals,Chemicals,"Clayton, MO",190 Carondelet Plaza,http://www.olin.com
762,"Cinemark Holdings, Inc.",Mark Zoradi,Media,Entertainment,"Plano, TX",3900 Dallas Pkwy.,http://www.cinemark.com
763,"Cracker Barrel Old Country Store, Inc.",Sandra B. Cochran,"Hotels, Restaurants & Leisure",Food Services,"Lebanon, TN",305 Hartmann Dr.,http://www.crackerbarrel.com
764,"Penn National Gaming, Inc.",Timothy J. Wilmott,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Wyomissing, PA",825 Berkshire Blvd.,http://www.pngaming.com
765,Comerica Incorporated,Ralph W. Babb Jr.,Financials,Commercial Banks,"Dallas, TX",1717 Main St.,http://www.comerica.com
766,Envision Healthcare,Christopher A. Holden,Health Care,Health Care: Medical Facilities,"Nashville, TN",1A Burton Hills Blvd.,http://www.evhc.net
767,"DST Systems, Inc.",Stephen C. Hooley,Business Services,Financial Data Services,"Kansas City, MO",333 W. 11th St.,http://www.dstsystems.com
768,"Legg Mason, Inc.",Joseph A. Sullivan,Financials,Securities,"Baltimore, MD",100 International Dr.,http://www.leggmason.com
769,KLA-Tencor Corporation,Richard P. Wallace,Technology,Semiconductors and Other Electronic Components,"Milpitas, CA",1 Technology Dr.,http://www.kla-tencor.com
770,"Sanderson Farms, Inc.",Joe F. Sanderson Jr.,"Food, Beverages & Tobacco",Food Production,"Laurel, MS",127 Flynt Rd.,http://www.sandersonfarms.com
771,"PriceSmart, Inc.",Jose Luis Laparte,Retailing,Specialty Retailers: Other,"San Diego, CA",9740 Scranton Rd.,http://www.pricesmart.com
772,"Superior Energy Services, Inc.",David D. Dunlap,Energy,"Oil and Gas Equipment, Services","Houston, TX",1001 Louisiana St.,http://www.superiorenergy.com
773,"The Bon-Ton Stores, Inc.",Kathryn J. Bufano,Retailing,General Merchandisers,"York, PA",2801 E. Market St.,http://www.bonton.com
774,KapStone Paper and Packaging Corporation,Matthew Kaplan,Materials,"Packaging, Containers","Northbrook, IL",1101 Skokie Blvd.,http://www.kapstonepaper.com
775,"MEDNAX, Inc.",Roger J. Medel,Health Care,Health Care: Pharmacy and Other Services,"Sunrise, FL",1301 Concord Terrace,http://www.mednax.com
776,"Total System Services, Inc.",M. Troy Woods,Business Services,Financial Data Services,"Columbus, GA",1 TSYS Way,http://www.tsys.com
777,Global Payments Inc.,Jeffrey S. Sloan,Business Services,Financial Data Services,"Atlanta, GA",10 Glenlake Pkwy.,http://www.globalpaymentsinc.com
778,Diebold Nixdorf,Andreas W. Mattes,Technology,"Computers, Office Equipment","North Canton, OH",5995 Mayfair Rd.,http://www.dieboldnixdorf.com
779,Scientific Games Corporation,Kevin M. Sheehan,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",6650 S. El Camino Rd.,http://www.scientificgames.com
780,"Applied Industrial Technologies, Inc.",Neil A. Schrimsher,Wholesalers,Wholesalers: Diversified,"Cleveland, OH",1 Applied Plaza,http://www.applied.com
781,Equity Residential,David J. Neithercut,Financials,Real estate,"Chicago, IL",2 N. Riverside Plaza,http://www.equityresidential.com
782,Crane Co.,Max H. Mitchell,Industrials,Industrial Machinery,"Stamford, CT",100 First Stamford Place,http://www.craneco.com
783,"Paychex, Inc.",Martin Mucci,Business Services,Diversified Outsourcing Services,"Rochester, NY",911 Panorama Trail S.,http://www.paychex.com
784,New Jersey Resources Corporation,Laurence M. Downes,Energy,Energy,"Wall, NJ",1415 Wyckoff Rd.,http://www.njresources.com
785,"B/E Aerospace, Inc.",Werner Lieberherr,Aerospace & Defense,Aerospace and Defense,"Wellington, FL",1400 Corporate Center Way,http://www.beaerospace.com
786,"Equinix, Inc.",Stephen M. Smith,Telecommunications,Telecommunications,"Redwood City, CA",1 Lagoon Dr.,http://www.equinix.com
787,Monster Beverage Corporation,Rodney C. Sacks,"Food, Beverages & Tobacco",Beverages,"Corona, CA",1 Monster Way,http://www.monsterbevcorp.com
788,TransDigm Group Incorporated,W. Nicholas Howley,Aerospace & Defense,Aerospace and Defense,"Cleveland, OH",1301 E. Ninth St.,http://www.transdigm.com
789,"Acuity Brands, Inc.",Vernon J. Nagel,Industrials,"Electronics, Electrical Equip.","Atlanta, GA",1170 Peachtree St. N.E.,http://www.acuitybrands.com
790,"Hologic, Inc.",Stephen P. MacMillan,Health Care,Medical Products and Equipment,"Marlborough, MA",250 Campus Dr.,http://www.hologic.com
791,"TrueBlue, Inc.",Steven C. Cooper,Business Services,Temporary Help,"Tacoma, WA",1015 A St.,http://www.trueblue.com
792,"Broadridge Financial Solutions, Inc.",Richard J. Daly,Business Services,Financial Data Services,"Lake Success, NY",5 Dakota Dr.,http://www.broadridge.com
793,Verso Corporation,Allen J. Campbell,Materials,Forest and Paper Products,"Memphis, TN",6775 Lenox Center Court,http://www.versoco.com
794,"Wolverine World Wide, Inc.",Blake W. Krueger,Apparel,Apparel,"Rockford, MI",9341 Cortland Dr. N.E.,http://www.wolverineworldwide.com
795,"The Hain Celestial Group, Inc.",Irwin D. Simon,"Food, Beverages & Tobacco",Food Consumer Products,"Lake Success, NY",1111 Marcus Ave.,http://www.hain.com
796,"Heartland Payment Systems, Inc.",Jeffrey S. Sloan,Business Services,Financial Data Services,"Princeton, NJ",90 Nassau St.,http://www.heartlandpaymentsystems.com
797,Panera Bread Company,Ronald M. Shaich,"Hotels, Restaurants & Leisure",Food Services,"St. Louis, MO",3630 S. Geyer Rd.,http://www.panerabread.com
798,"Continental Resources, Inc.",Harold G. Hamm,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",20 N. Broadway,http://www.clr.com
799,DENTSPLY SIRONA Inc.,Jeffrey T. Slovin,Health Care,Medical Products and Equipment,"York, PA",221 W. Philadelphia St.,http://www.dentsplysirona.com
800,ArcBest Corporation,Judy R. McReynolds,Transportation,"Trucking, Truck Leasing","Fort Smith, AR",3801 Old Greenwood Rd.,http://www.arcb.com
801,Equifax Inc.,Richard F. Smith,Business Services,Financial Data Services,"Atlanta, GA",1550 Peachtree St. N.W.,http://www.equifax.com
802,"WGL Holdings, Inc.",Terry D. McCallister,Energy,Energy,"Washington, DC",101 Constitution Ave. N.W.,http://www.wglholdings.com
803,"TriNet Group, Inc.",Burton M. Goldfield,Business Services,Diversified Outsourcing Services,"San Leandro, CA",1100 San Leandro Blvd.,http://www.trinet.com
804,Pinnacle Foods Inc.,Mark A. Clouse,"Food, Beverages & Tobacco",Food Consumer Products,"Parsippany, NJ",399 Jefferson Rd.,http://www.pinnaclefoods.com
805,Plexus Corp.,Todd P. Kelsey,Technology,Semiconductors and Other Electronic Components,"Neenah, WI",1 Plexus Way,http://www.plexus.com
806,Kennametal Inc.,Ronald M. DeFeo,Industrials,Industrial Machinery,"Pittsburgh, PA",600 Grant St.,http://www.kennametal.com
807,"Chico's FAS, Inc.",Shelley G. Broader,Retailing,Specialty Retailers: Apparel,"Fort Myers, FL",11215 Metro Pkwy.,http://www.chicosfas.com
808,"KAR Auction Services, Inc.",James P. Hallett,Wholesalers,Wholesalers: Diversified,"Carmel, IN",13085 Hamilton Crossing Blvd.,http://www.karauctionservices.com
809,"GNC Holdings, Inc.",Robert F. Moran,Food and Drug Stores,Food and Drug Stores,"Pittsburgh, PA",300 Sixth Ave.,http://www.gnc.com
810,Crestwood Equity Partners LP,Robert G Phillips,Energy,Energy,"Houston, TX",700 Louisiana St.,http://www.crestwoodlp.com
811,WABCO Holdings Inc.,Jacques Esculier,Motor Vehicles & Parts,Motor Vehicles and Parts,"Rochester Hills, MI",2770 Research Dr.,http://www.wabco-auto.com
812,DSW Inc.,Roger L. Rawlins,Retailing,Specialty Retailers: Apparel,"Columbus, OH",810 DSW Dr.,http://www.dswinc.com
813,"Valmont Industries, Inc.",Mogens C. Bay,Industrials,Construction and Farm Machinery,"Omaha, NE",1 Valmont Plaza,http://www.valmont.com
814,"The Greenbrier Companies, Inc.",William A. Furman,Transportation,Transportation Equipment,"Lake Oswego, OR",1 Centerpointe Dr.,http://www.gbrx.com
815,"Alexion Pharmaceuticals, Inc.",David R. Brennan,Health Care,Pharmaceuticals,"New Haven, CT",100 College St.,http://www.alexion.com
816,"Insperity, Inc.",Paul J. Sarvadi,Business Services,Diversified Outsourcing Services,"Kingwood, TX",19001 Crescent Springs Dr.,http://www.insperity.com
817,"Hawaiian Electric Industries, Inc.",Constance H. Lau,Energy,Utilities: Gas and Electric,"Honolulu, HI",1001 Bishop St.,http://www.hei.com
818,Alere Inc.,Namal Nawana,Health Care,Medical Products and Equipment,"Waltham, MA",51 Sawyer Rd.,http://www.alere.com
819,"ServiceMaster Global Holdings, Inc.",Robert J. Gillette,Business Services,Diversified Outsourcing Services,"Memphis, TN",860 Ridge Lake Blvd.,http://www.servicemaster.com
820,"Apollo Education Group, Inc.",Gregory W. Cappelli,Business Services,Education,"Phoenix, AZ",4025 S. Riverpoint Pkwy.,http://www.apollogrp.edu
821,AMC Networks Inc.,Joshua W. Sapan,Media,Entertainment,"New York, NY",11 Penn Plaza,http://www.amcnetworks.com
822,Meritage Homes Corporation,Steven J. Hilton,Engineering & Construction,Homebuilders,"Scottsdale, AZ",8800 E. Raintree Dr.,http://www.meritagehomes.com
823,"Hyster-Yale Materials Handling, Inc.",Alfred M. Rankin Jr.,Industrials,Industrial Machinery,"Cleveland, OH",5875 Landerbrook Dr.,http://www.hyster-yale.com
824,"Caleres, Inc.",Diane M. Sullivan,Retailing,Specialty Retailers: Apparel,"St. Louis, MO",8300 Maryland Ave.,http://www.caleres.com
825,"PC Connection, Inc.",Timothy J. McGrath,Retailing,Specialty Retailers: Other,"Merrimack, NH",730 Milford Rd.,http://www.pcconnection.com
826,"Arch Coal, Inc.",John W. Eaves,Energy,"Mining, Crude-Oil Production","St. Louis, MO",1 CityPlace Dr.,http://www.archcoal.com
827,Mattress Firm Holding Corp.,Kenneth E. Murphy III,Retailing,Specialty Retailers: Other,"Houston, TX",5815 Gulf Freeway,http://www.mattressfirm.com
828,"HCP, Inc.",Thomas M. Herzog,Financials,Real estate,"Irvine, CA",1920 Main St.,http://www.hcpi.com
829,Platform Specialty Products Corporation,Rakesh Sachdev,Chemicals,Chemicals,"West Palm Beach, FL",1450 Centrepark Blvd.,http://www.platformspecialtyproducts.com
830,"Benchmark Electronics, Inc.",Paul J. Tufano,Technology,Semiconductors and Other Electronic Components,"Angleton, TX",3000 Technology Dr.,http://www.bench.com
831,A.O. Smith Corporation,Ajita G. Rajendra,Industrials,"Electronics, Electrical Equip.","Milwaukee, WI",11270 W. Park Place,http://www.aosmith.com
832,"Lincoln Electric Holdings, Inc.",Christopher L. Mapes,Industrials,Industrial Machinery,"Cleveland, OH",22801 St. Clair Ave.,http://www.lincolnelectric.com
833,Vornado Realty Trust,Steven Roth,Financials,Real estate,"New York, NY",888 Seventh Ave.,http://www.vno.com
834,Teradata Corporation,Victor L. Lund,Technology,Computer Software,"Dayton, OH",10000 Innovation Dr.,http://www.teradata.com
835,"Nortek, Inc.",Michael J. Clarke,Industrials,Industrial Machinery,"Providence, RI",500 Exchange St.,http://www.nortekinc.com
836,Moog Inc.,John R. Scannell,Aerospace & Defense,Aerospace and Defense,"Elma, NY",400 Jamison Rd.,http://www.moog.com
837,"Beacon Roofing Supply, Inc.",Paul M. Isabella,Wholesalers,Wholesalers: Diversified,"Herndon, VA",505 Huntmar Park Dr.,http://www.becn.com
838,National General Holdings Corp.,Barry Karfunkel,Financials,Insurance: Property and Casualty (Stock),"New York, NY",59 Maiden Lane,http://www.nationalgeneral.com
839,Aretec Group,Bradley E. Scher,Financials,Securities,"New York, NY",405 Park Ave.,http://www.rcscapital.com
840,"J.Crew Group, Inc.",Millard S. Drexler,Retailing,Specialty Retailers: Apparel,"New York, NY",770 Broadway,http://www.jcrew.com
841,EnerSys,David M. Shaffer,Industrials,"Electronics, Electrical Equip.","Reading, PA",2366 Bernville Rd.,http://www.enersys.com
842,"Autodesk, Inc.",Carl Bass,Technology,Computer Software,"San Rafael, CA",111 McInnis Pkwy.,http://www.autodesk.com
843,Great Plains Energy Incorporated,Terry D. Bassham,Energy,Utilities: Gas and Electric,"Kansas City, MO",1200 Main St.,http://www.greatplainsenergy.com
844,Mutual of America Life Insurance Company,John R. Greed,Financials,"Insurance: Life, Health (Mutual)","New York, NY",320 Park Ave.,http://www.mutualofamerica.com
845,Edwards Lifesciences Corporation,Michael A. Mussallem,Health Care,Medical Products and Equipment,"Irvine, CA",1 Edwards Way,http://www.edwards.com
846,"Boston Properties, Inc.",Owen D. Thomas,Financials,Real estate,"Boston, MA",800 Boylston St.,http://www.bostonproperties.com
847,ITT Corporation,Denise L. Ramos,Industrials,Industrial Machinery,"White Plains, NY",1133 Westchester Ave.,http://www.itt.com
848,"Affiliated Managers Group, Inc.",Sean M. Healey,Financials,Securities,"West Palm Beach, FL",777 S. Flagler Dr.,http://www.amg.com
849,Tops Holding II Corporation,Frank Curci,Food and Drug Stores,Food and Drug Stores,"Williamsville, NY",6363 Main St.,http://www.topsmarkets.com
850,United Refining Company,John A. Catsimatidis,Energy,Petroleum Refining,"Warren, PA",15 Bradley St.,http://www.urc.com
851,Southwest Gas Corporation,John P. Hester,Energy,Utilities: Gas and Electric,"Las Vegas, NV",5241 Spring Mountain Rd.,http://www.swgas.com
852,Medical Mutual of Ohio,Richard A. Chiricosta,Financials,"Insurance: Life, Health (Mutual)","Cleveland, OH",2060 E. Ninth St.,http://www.medmutual.com
853,"Westar Energy, Inc.",Mark A. Ruelle,Energy,Utilities: Gas and Electric,"Topeka, KS",818 S. Kansas Ave.,http://www.westarenergy.com
854,Ciena Corporation,Gary B. Smith,Technology,Network and Other Communications Equipment,"Hanover, MD",7035 Ridge Rd.,http://www.ciena.com
855,Vectren Corporation,Carl L. Chapman,Energy,Utilities: Gas and Electric,"Evansville, IN",1 Vectren Sq.,http://www.vectren.com
856,Edgewell Personal Care Company,David P. Hatfield,Household Products,Household and Personal Products,"Chesterfield, MO",1350 Timberlake Manor Pkwy.,http://www.edgewell.com
857,"Armstrong World Industries, Inc.",Victor D. Grizzle,Materials,"Building Materials, Glass","Lancaster, PA",2500 Columbia Ave.,http://www.armstrong.com
858,Kansas City Southern,Patrick J. Ottensmeyer,Transportation,Railroads,"Kansas City, MO",427 W. 12th St.,http://www.kcsouthern.com
859,"Enable Midstream Partners, LP",Rodney J. Sailor,Energy,Pipelines,"Oklahoma City, OK",211 N. Robinson Ave.,http://www.enablemidstream.com
860,Cliffs Natural Resources Inc.,Lourenco Goncalves,Energy,"Mining, Crude-Oil Production","Cleveland, OH",200 Public Sq.,http://www.cliffsnaturalresources.com
861,"General Growth Properties, Inc.",Sandeep Mathrani,Financials,Real estate,"Chicago, IL",110 N. Wacker Dr.,http://www.ggp.com
862,California Resources Corporation,Todd A. Stevens,Energy,"Mining, Crude-Oil Production","Los Angeles, CA",9200 Oakdale Ave.,http://www.crc.com
863,"TRI Pointe Group, Inc.",Douglas F. Bauer,Engineering & Construction,Homebuilders,"Irvine, CA",19540 Jamboree Rd.,http://www.tripointegroup.com
864,Mettler-Toledo International Inc.,Olivier A. Filliol,Technology,"Scientific,Photographic and Control Equipment","Columbus, OH",1900 Polaris Pkwy.,http://www.mt.com
865,"A. Schulman, Inc.",Joseph M. Gingo,Chemicals,Chemicals,"Fairlawn, OH",3637 Ridgewood Rd.,http://www.aschulman.com
866,The Toro Company,Richard M. Olson,Industrials,Construction and Farm Machinery,"Bloomington, MN",8111 Lyndale Ave. S.,http://www.thetorocompany.com
867,"SPX FLOW, INC.",Marcus G. Michael,Industrials,Industrial Machinery,"Charlotte, NC",13320 Ballantyne Corporate Place,http://www.spxflow.com
868,"Intuitive Surgical, Inc",Gary S. Guthart,Health Care,Medical Products and Equipment,"Sunnyvale, CA",1020 Kifer Rd.,http://www.intuitivesurgical.com
869,West Corporation,Thomas B. Barker,Business Services,Diversified Outsourcing Services,"Omaha, NE",11808 Miracle Hills Dr.,http://www.west.com
870,Public Storage,Ronald L. Havner Jr.,Business Services,Miscellaneous,"Glendale, CA",701 Western Ave.,http://www.publicstorage.com
871,"Xilinx, Inc.",Moshe N. Gavrielov,Technology,Semiconductors and Other Electronic Components,"San Jose, CA",2100 Logic Dr.,http://www.xilinx.com
872,Stifel Financial Corp.,Ronald J. Kruszewski,Financials,Securities,"St. Louis, MO",501 N. Broadway,http://www.stifel.com
873,"Donaldson Company, Inc.",Tod E. Carpenter,Industrials,Industrial Machinery,"Minneapolis, MN",1400 W. 94th St.,http://www.donaldson.com
874,Granite Construction Incorporated,James H. Roberts,Engineering & Construction,"Engineering, Construction","Watsonville, CA",585 W. Beach St.,http://www.graniteconstruction.com
875,Pool Corporation,Manuel J. Perez de la Mesa,Wholesalers,Wholesalers: Diversified,"Covington, LA",109 Northpark Blvd.,http://www.poolcorp.com
876,"Express, Inc.",David G. Kornberg,Retailing,Specialty Retailers: Apparel,"Columbus, OH",1 Express Dr.,http://www.express.com
877,"G-III Apparel Group, Ltd.",Morris Goldfarb,Apparel,Apparel,"New York, NY",512 Seventh Ave.,http://www.g-iii.com
878,Kemper Corporation,Joseph P. Lacher Jr.,Financials,Insurance: Property and Casualty (Stock),"Chicago, IL",1 E. Wacker Dr.,http://www.kemper.com
879,EQT Corporation,David L. Porges,Energy,Energy,"Pittsburgh, PA",625 Liberty Ave.,http://www.eqt.com
880,Nationstar Mortgage Holdings Inc.,Jay Bray,Financials,Diversified Financials,"Coppell, TX",8950 Cypress Waters Blvd.,http://www.nationstarmtg.com
881,PAREXEL International Corporation,Josef H. von Rickenbach,Health Care,Health Care: Pharmacy and Other Services,"Waltham, MA",195 West St.,http://www.parexel.com
882,Columbia Sportswear Company,Timothy P. Boyle,Apparel,Apparel,"Portland, OR",14375 N.W. Science Park Dr.,http://www.columbia.com
883,inVentiv Health Inc.,Michael A. Bell,Health Care,Health Care: Pharmacy and Other Services,"Burlington, MA",1 Van de Graaff Dr.,http://www.inventivhealth.com
884,"Hawaiian Holdings, Inc.",Mark B. Dunkerley,Transportation,Airlines,"Honolulu, HI",3375 Koapaka St.,http://www.hawaiianairlines.com
885,"AptarGroup, Inc.",Stephen J. Hagge,Materials,"Packaging, Containers","Crystal Lake, IL",475 W. Terra Cotta Ave.,http://www.aptar.com
886,IHS Inc.,Jerre L. Stead,Business Services,Financial Data Services,"Englewood, CO",15 Inverness Way E.,http://www.ihs.com
887,Belden Inc.,John S. Stroup,Industrials,"Electronics, Electrical Equip.","St. Louis, MO",1 N. Brentwood Blvd.,http://www.belden.com
888,"Maxim Integrated Products, Inc.",Tuna Doluca,Technology,Semiconductors and Other Electronic Components,"San Jose, CA",160 Rio Robles,http://www.maximintegrated.com
889,Coca-Cola Bottling Co. Consolidated,J. Frank Harrison III,"Food, Beverages & Tobacco",Beverages,"Charlotte, NC",4100 Coca-Cola Plaza,http://www.cokeconsolidated.com
890,HNI Corporation,Stanley A. Askren,Household Products,"Home Equipment, Furnishings","Muscatine, IA",408 E. Second St.,http://www.hnicorp.com
891,"Vishay Intertechnology, Inc.",Gerald Paul,Technology,Semiconductors and Other Electronic Components,"Malvern, PA",63 Lancaster Ave.,http://www.vishay.com
892,"Tetra Tech, Inc.",Dan L. Batrack,Engineering & Construction,"Engineering, Construction","Pasadena, CA",3475 E. Foothill Blvd.,http://www.tetratech.com
893,Teledyne Technologies Incorporated,Robert Mehrabian,Technology,"Scientific,Photographic and Control Equipment","Thousand Oaks, CA",1049 Camino Dos Rios,http://www.teledyne.com
894,Party City Holdco Inc.,James M. Harrison,Retailing,Specialty Retailers: Other,"Elmsford, NY",80 Grasslands Rd.,http://www.partycity.com
895,Pinnacle Entertainment Inc.,Anthony M. Sanfilippo,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3980 Howard Hughes Pkwy.,http://www.pnkinc.com
896,Trimble,Steven W. Berglund,Technology,"Scientific,Photographic and Control Equipment","Sunnyvale, CA",935 Stewart Dr.,http://www.trimble.com
897,Penn Mutual Life Insurance Co.,Eileen C. McDonnell,Financials,"Insurance: Life, Health (stock)","Horsham, PA",600 Dresher Rd.,http://www.pennmutual.com
898,MPM Holdings Inc.,John G. Boss,Chemicals,Chemicals,"Waterford, NY",260 Hudson River Rd.,http://www.momentive.com
899,"Sears Hometown and Outlet Stores, Inc.",William A. Powell,Retailing,Specialty Retailers: Other,"Hoffman Estates, IL",5500 Trillium Blvd.,http://www.shos.com
900,Tupperware Brands Corporation,E. V. Goings,Household Products,Household and Personal Products,"Orlando, FL",14901 S. Orange Blossom Trail,http://www.tupperwarebrands.com
901,"Alliance Holdings GP, L.P.",Joseph W. Craft III,Energy,"Mining, Crude-Oil Production","Tulsa, OK",1717 S. Boulder Ave.,http://www.ahgp.com
902,Universal Corporation,George C. Freeman III,"Food, Beverages & Tobacco",Tobacco,"Richmond, VA",9201 Forest Hill Ave.,http://www.universalcorp.com
903,Curtiss-Wright Corporation,David C. Adams,Aerospace & Defense,Aerospace and Defense,"Charlotte, NC",13925 Ballantyne Corporate Place,http://www.curtisswright.com
904,"Brocade Communications Systems, Inc.",Lloyd A. Carney,Technology,Network and Other Communications Equipment,"San Jose, CA",130 Holger Way,http://www.brocade.com
905,"PerkinElmer, Inc.",Robert F. Friel,Technology,"Scientific,Photographic and Control Equipment","Waltham, MA",940 Winter St.,http://www.perkinelmer.com
906,Wayfair Inc.,Niraj S. Shah,Technology,Internet Services and Retailing,"Boston, MA",4 Copley Place,http://www.wayfair.com
907,"Nu Skin Enterprises, Inc.",M. Truman Hunt,Household Products,Household and Personal Products,"Provo, UT",75 W. Center St.,http://www.nuskinenterprises.com
908,"Genesis Energy, L.P.",Grant E. Sims,Energy,Pipelines,"Houston, TX",919 Milam St.,http://www.genesisenergy.com
909,"Synopsys, Inc.","Aart J. de Geus, Chi-Foon Chan",Technology,Computer Software,"Mountain View, CA",690 E. Middlefield Rd.,http://www.synopsys.com
910,Amica Mutual Insurance Co.,Robert A. DiMuccio,Financials,Insurance: Property and Casualty (Mutual),"Lincoln, RI",100 Amica Way,http://www.amica.com
911,Carpenter Technology Corporation,Tony R. Thene,Materials,Metals,"Wyomissing, PA",2 Meridian Blvd.,http://www.cartech.com
912,"Illumina, Inc.",Jay T. Flatley,Technology,"Scientific,Photographic and Control Equipment","San Diego, CA",5200 Illumina Way,http://www.illumina.com
913,"Sinclair Broadcast Group, Inc.",Christopher S. Ripley,Media,Entertainment,"Hunt Valley, MD",10706 Beaver Dam Rd.,http://www.sbgi.net
914,"Twitter, Inc.",Jack Dorsey,Technology,Internet Services and Retailing,"San Francisco, CA",1355 Market St.,http://www.twitter.com
915,"Domino's Pizza, Inc.",J. Patrick Doyle,"Hotels, Restaurants & Leisure",Food Services,"Ann Arbor, MI",30 Frank Lloyd Wright Dr.,http://www.dominos.com
916,Zions Bancorporation,Harris H. Simmons,Financials,Commercial Banks,"Salt Lake City, UT",1 S. Main St.,http://www.zionsbancorporation.com
917,"Guess?, Inc.",Victor Herrero,Apparel,Apparel,"Los Angeles, CA",1444 S. Alameda St.,http://www.guess.com
918,Boyd Gaming Corporation,Keith E. Smith,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3883 Howard Hughes Pkwy.,http://www.boydgaming.com
919,"Akamai Technologies, Inc.",F. Thomson Leighton,Technology,Computer Software,"Cambridge, MA",150 Broadway,http://www.akamai.com
920,"Prologis, Inc.",Hamid R. Moghadam,Financials,Real estate,"San Francisco, CA","Pier 1, Bay 1",http://www.prologis.com
921,OGE Energy Corp.,Sean R. Trauschke,Energy,Utilities: Gas and Electric,"Oklahoma City, OK",321 N. Harvey Ave.,http://www.oge.com
922,Outerwall Inc.,James H. Gaherity,Retailing,Specialty Retailers: Other,"Bellevue, WA",1800 114th Ave. S.E.,http://www.outerwall.com
923,"OneMain Holdings, Inc.",Jay N. Levine,Financials,Diversified Financials,"Evansville, IN",601 N.W. Second St.,http://www.springleaf.com
924,"Magellan Midstream Partners, L.P.",Michael N. Mears,Energy,Pipelines,"Tulsa, OK",1 Williams Center,http://www.magellanlp.com
925,Knights of Columbus,Carl A. Anderson,Financials,"Insurance: Life, Health (Mutual)","New Haven, CT",1 Columbus Plaza,http://www.kofc.org
926,Symetra Financial Corporation,Thomas M. Marra,Financials,"Insurance: Life, Health (stock)","Bellevue, WA",777 108th Ave. N.E.,http://www.symetra.com
927,"Gartner, Inc.",Eugene A. Hall,Technology,Information Technology Services,"Stamford, CT",56 Top Gallant Rd.,http://www.gartner.com
928,"Fred's, Inc.",Michael K. Bloom,Food and Drug Stores,Food and Drug Stores,"Memphis, TN",4300 New Getwell Rd.,http://www.fredsinc.com
929,"Hovnanian Enterprises, Inc.",Ara K. Hovnanian,Engineering & Construction,Homebuilders,"Red Bank, NJ",110 W. Front St.,http://www.khov.com
930,Kirby Corporation,David W. Grzebinski,Transportation,Miscellaneous,"Houston, TX",55 Waugh Dr.,http://www.kirbycorp.com
931,Microchip Technology Incorporated,Steve Sanghi,Technology,Semiconductors and Other Electronic Components,"Chandler, AZ",2355 W. Chandler Blvd.,http://www.microchip.com
932,"Herman Miller, Inc.",Brian C. Walker,Household Products,"Home Equipment, Furnishings","Zeeland, MI",855 E. Main Ave.,http://www.hermanmiller.com
933,"Spirit Airlines, Inc.",Robert L. Fornaro,Transportation,Airlines,"Miramar, FL",2800 Executive Way,http://www.spirit.com
934,NewMarket Corporation,Thomas E. Gottwald,Chemicals,Chemicals,"Richmond, VA",330 S. Fourth St.,http://www.newmarket.com
935,VCA Inc.,Robert L. Antin,Health Care,Health Care: Medical Facilities,"Los Angeles, CA",12401 West Olympic Blvd.,http://www.vca.com
936,"Selective Insurance Group, Inc.",Gregory E. Murphy,Financials,Insurance: Property and Casualty (Stock),"Branchville, NJ",40 Wantage Ave.,http://www.selective.com
937,"hhgregg, Inc.",Robert J. Riesbeck,Retailing,Specialty Retailers: Other,"Indianapolis, IN",4151 E. 96th St.,http://www.hhgregg.com
938,"Popular, Inc.",Richard L. Carrion,Financials,Commercial Banks,"Hato Rey, PR",209 Mu_oz Rivera Ave.,http://www.popular.com
939,"Waste Connections, Inc.",Ronald J. Mittelstaedt,Business Services,Waste Management,"The Woodlands, TX",3 Waterway Square Place,http://www.wasteconnections.com
940,"Restoration Hardware Holdings, Inc.",Gary G. Friedman,Retailing,Specialty Retailers: Other,"Corte Madera, CA",15 Koch Rd.,http://www.restorationhardware.com
941,The Cheesecake Factory Incorporated,David M. Overton,"Hotels, Restaurants & Leisure",Food Services,"Calabasas Hills, CA",26901 Malibu Hills Rd.,http://www.thecheesecakefactory.com
942,"Mueller Industries, Inc.",Gregory L. Christopher,Industrials,Industrial Machinery,"Memphis, TN",8285 Tournament Dr.,http://www.muellerindustries.com
943,"MAXIMUS, INC.",Richard A. Montoni,Technology,Information Technology Services,"Reston, VA",1891 Metro Center Dr.,http://www.maximus.com
